section,index,id_hex,slot,ja
0,17,FE65F9EB,text1,ying attention...
0,17,FE65F9EB,text2,ying attention...
0,17,FE65F9EB,text3,\x81\x9Dんなことより、呪法？
0,17,FE65F9EB,text4,\x9Dんなことより、呪法？
0,18,E1F8DAFF,text1,\x82\x93なことより、呪法？
0,18,E1F8DAFF,text2,\x82\x93なことより、呪法？
0,18,E1F8DAFF,text3,?
0,18,E1F8DAFF,text4,
0,19,2AA4095A,text1,\x81\xBEさかそんな魔法みたいなことが出来るはずが……
0,19,2AA4095A,text2,\x81\xBEさかそんな魔法みたいなことが出来るはずが……
0,19,2AA4095A,text3,\xAFずが……
0,19,2AA4095A,text4,ずが……
0,20,D9AF58CE,text1,\x9Aが……
0,20,D9AF58CE,text2,\x9Aが……
0,20,D9AF58CE,text3,\xAE像魔法一樣的事……
0,20,D9AF58CE,text4,…
0,21,FCFDEA47,text1, he can just...
0,21,FCFDEA47,text2, he can just...
0,21,FCFDEA47,text3,ょほぉ#@－－#んっ！！
0,21,FCFDEA47,text4,\x82\x93っ！！
0,22,9467F9C5,text1,！
0,22,9467F9C5,text2,！
0,22,9467F9C5,text3,\x80\xA6
0,22,9467F9C5,text4,\x97ゃ、よくやった！
0,23,B1354B4C,text1,好！
0,23,B1354B4C,text2,好！
0,23,B1354B4C,text3,ll done!
0,23,B1354B4C,text4,\x80\x81後は任せたでおじゃる。もうヘトヘトでおじゃるよ……
0,24,4063F999,text1,\x8Cは任せたでおじゃる。もうヘトヘトでおじゃるよ……
0,24,4063F999,text2,\x8Cは任せたでおじゃる。もうヘトヘトでおじゃるよ……
0,24,4063F999,text3,じゃる。もうヘトヘトでおじゃるよ……
0,24,4063F999,text4,\x81\x86ヘトヘトでおじゃるよ……
0,25,8B3F2A3C,text1,トでおじゃるよ……
0,25,8B3F2A3C,text2,トでおじゃるよ……
0,25,8B3F2A3C,text3,\x82已經累到站不起來了是也……
0,25,8B3F2A3C,text4,", o friends, allies, my beleaguered soul
leaveth unto you. This labor hath sapped my spirit."
0,26,3A17590B,text1,h unto you. This labor hath sapped my spirit.
0,26,3A17590B,text2,h unto you. This labor hath sapped my spirit.
0,26,3A17590B,text3,sapped my spirit.
0,26,3A17590B,text4,\x81\xAB……魔法だと……？
0,27,F14B8AAE,text1,真的是……魔法……？
0,27,F14B8AAE,text2,真的是……魔法……？
0,27,F14B8AAE,text3,\x82\x8Bぞ！　続けぇ！！
0,27,F14B8AAE,text4,"\x8E\x89哦！
接著上！！"
0,28,D010C062,text1,\x81\x89ぉぉぉぉぉぉぉッ！！
0,28,D010C062,text2,\x81\x89ぉぉぉぉぉぉぉッ！！
0,28,D010C062,text3,\x97>達も行こっか。
0,28,D010C062,text4,\x82あ……
0,29,F54272EB,text1,\x81今はこっちに集中だ。
0,29,F54272EB,text2,\x81今はこっちに集中だ。
0,29,F54272EB,text3,
0,29,F54272EB,text4,想吐槽的地方，現在先集中精神。
0,30,0124E766,text1,\xB2\xBE神。
0,30,0124E766,text2,\xB2\xBE神。
0,30,0124E766,text3,"rmation to unpack
here, but I guess there are more important
things first."
0,30,0124E766,text4,", but I guess there are more important
things first."
0,31,729F1591,text1,"tant
things first."
0,31,729F1591,text2,"tant
things first."
0,31,729F1591,text3,\xA1、ハァ……ゼェ、そ、そうか……
0,31,729F1591,text4,\xA6…
0,32,CA7834C3,text1,\x82\x93でな
0,32,CA7834C3,text2,\x82\x93でな
0,32,CA7834C3,text3,\x83\xA1ェ等、仕留めた獲物を回収するぞ！　大事な金ヅルだ、取り残すんじゃねぇぞ！
0,32,CA7834C3,text4,\xADぇぞ！
0,33,4B818274,text1,\x90\xABみつつ男達が応える。
0,33,4B818274,text2,\x90\xABみつつ男達が応える。
0,33,4B818274,text3,-
0,33,4B818274,text4,\x93ろか、大きな怪我を負ったヤツもいないようだ。さすがは手練れ揃いというところか
0,34,19D4006B,text1,\xAA怪我を負ったヤツもいないようだ。さすがは手練れ揃いというところか
0,34,19D4006B,text2,\xAA怪我を負ったヤツもいないようだ。さすがは手練れ揃いというところか
0,34,19D4006B,text3,もいないようだ。さすがは手練れ揃いというところか
0,34,19D4006B,text4,\x82\x88うだ。さすがは手練れ揃いというところか
0,35,718BE304,text1,\x8B練れ揃いというところか
0,35,718BE304,text2,\x8B練れ揃いというところか
0,35,718BE304,text3,\x8Fク、左腕を見せて
0,35,718BE304,text4,\x81\xB4に来ていたクオンが、そっと手を取ってくる。
0,36,23DE611B,text1,\x89\x8Bを取ってくる。
0,36,23DE611B,text2,\x89\x8Bを取ってくる。
0,36,23DE611B,text3,ったか、どこかに引っかけたのか、痛みがなかったのでクオンに手を取られるまで気付かなかった。
0,36,23DE611B,text4,\x82\x8Bまで気付かなかった。
0,37,3BAF6ADD,text1,\xA1く傷口に唇をあて、そこから血を吸い出し始めた。
0,37,3BAF6ADD,text2,\xA1く傷口に唇をあて、そこから血を吸い出し始めた。
0,37,3BAF6ADD,text3,に唇をあて、そこから血を吸い出し始めた。
0,37,3BAF6ADD,text4,\x81\x82て、そこから血を吸い出し始めた。
0,38,69FAE8C2,text1,こから血を吸い出し始めた。
0,38,69FAE8C2,text2,こから血を吸い出し始めた。
0,38,69FAE8C2,text3,
0,38,69FAE8C2,text4,
0,39,710A0FCF,text1,のイヤな予感……
0,39,710A0FCF,text2,のイヤな予感……
0,39,710A0FCF,text3,ゥゥゥゥゥゥゥゥゥ#@－－#
0,39,710A0FCF,text4,だだだだッ！？
0,40,5335795F,text1,\x8Dで声を上げては駄目だよ
0,40,5335795F,text2,\x8Dで声を上げては駄目だよ
0,40,5335795F,text3,\xBEにわざとだろ
0,40,5335795F,text4,\xB9難を他所に、クオンは手慣れた手付きで傷口に軟膏を塗りつけ、布で巻き付けていく。
0,41,A03E28CB,text1,\xAF手慣れた手付きで傷口に軟膏を塗りつけ、布で巻き付けていく。
0,41,A03E28CB,text2,\xAF手慣れた手付きで傷口に軟膏を塗りつけ、布で巻き付けていく。
0,41,A03E28CB,text3,－－#
0,41,A03E28CB,text4,\x82\xAAンの笑顔にその気も失せた
0,42,6B62FB6E,text1,\xA6いたから。
0,42,6B62FB6E,text2,\xA6いたから。
0,42,6B62FB6E,text3,\x92
0,42,6B62FB6E,text4,\xAFオンに差し出す。
0,43,EDF689C0,text1,\x87\xBAす。
0,43,EDF689C0,text2,\x87\xBAす。
0,43,EDF689C0,text3,いよ。それはまだ、ハクが持ってて
0,43,EDF689C0,text4,うん？
0,44,21C79E7C,text1,\xBFだろうし、もう少しハクに預けておくね
0,44,21C79E7C,text2,\xBFだろうし、もう少しハクに預けておくね
0,44,21C79E7C,text3,に預けておくね
0,44,21C79E7C,text4,\x81\x8Fね
0,45,D7FCE8B0,text1,\x81\x84いのか？　大切な物なんだろう
0,45,D7FCE8B0,text2,\x81\x84いのか？　大切な物なんだろう
0,45,D7FCE8B0,text3,\x8B？　大切な物なんだろう
0,45,D7FCE8B0,text4,切な物なんだろう
0,46,F2AE5A39,text1,\x89\xA9なんだろう
0,46,F2AE5A39,text2,\x89\xA9なんだろう
0,46,F2AE5A39,text3,\x81\xA3ても大切なものかな。とっても、とってもね……
0,46,F2AE5A39,text4,\x82のかな。とっても、とってもね……
0,47,F965904A,text1,\xA8っても、とってもね……
0,47,F965904A,text2,\xA8っても、とってもね……
0,47,F965904A,text3,\x92何でまた……
0,47,F965904A,text4,クが持ってて
0,48,355487F6,text1,ん。貸すだけだから、何時かちゃんと返してもらうから
0,48,355487F6,text2,ん。貸すだけだから、何時かちゃんと返してもらうから
0,48,355487F6,text3,\x81\x8Bちゃんと返してもらうから
0,48,355487F6,text4,\x89
0,49,5DCE9474,text1,\xAE\xBF、マロの呪法を見てくれたでおじゃるか！？
0,49,5DCE9474,text2,\xAE\xBF、マロの呪法を見てくれたでおじゃるか！？
0,49,5DCE9474,text3,\x80\xA6…
0,49,5DCE9474,text4,\xAAんてチョチョイのチョイでおじゃるよ
0,50,DF531E9F,text1,\xB1したせいか、妙に懐かれたな。この男に別に<含:ふく>むものは無いが、こうも纏わり付かれると少々うっとうしい
0,50,DF531E9F,text2,\xB1したせいか、妙に懐かれたな。この男に別に<含:ふく>むものは無いが、こうも纏わり付かれると少々うっとうしい
0,50,DF531E9F,text3,の男に別に<含:ふく>むものは無いが、こうも纏わり付かれると少々うっとうしい
0,50,DF531E9F,text4,\x81\xAF無いが、こうも纏わり付かれると少々うっとうしい
0,51,FC9047FF,text1,\x81\x93うも纏わり付かれると少々うっとうしい
0,51,FC9047FF,text2,\x81\x93うも纏わり付かれると少々うっとうしい
0,51,FC9047FF,text3,-
0,51,FC9047FF,text4,\xA1ゃん。やけに不安がってたが、大したこと無かったろ？
0,52,AEC5C5E0,text1,不安がってたが、大したこと無かったろ？
0,52,AEC5C5E0,text2,不安がってたが、大したこと無かったろ？
0,52,AEC5C5E0,text3,\x81\x8C、大したこと無かったろ？
0,52,AEC5C5E0,text4,\x93と無かったろ？
0,53,2851B74E,text1,\x9Fろ？
0,53,2851B74E,text2,\x9Fろ？
0,53,2851B74E,text3,\x81\x9C、ついコッチまで不安になっちまったじゃねぇか
0,53,2851B74E,text4,\x8B
0,54,80E5B59E,text1,や、あれは……何て言うか、勘違いというかな
0,54,80E5B59E,text2,や、あれは……何て言うか、勘違いというかな
0,54,80E5B59E,text3,\x81\x84というかな
0,54,80E5B59E,text4,\x84というかな
0,55,A5B70717,text1,\x81\xA8いうかな
0,55,A5B70717,text2,\x81\xA8いうかな
0,55,A5B70717,text3,前に、アレよりもっともっとデカイ奴に襲われたんだ。まぁ、その時は間一髪で助かったが
0,55,A5B70717,text4,\x89\x8Dに、アレよりもっともっとデカイ奴に襲われたんだ。まぁ、その時は間一髪で助かったが
0,56,CD2D1495,text1,に、アレよりもっともっとデカイ奴に襲われたんだ。まぁ、その時は間一髪で助かったが
0,56,CD2D1495,text2,に、アレよりもっともっとデカイ奴に襲われたんだ。まぁ、その時は間一髪で助かったが
0,56,CD2D1495,text3,\xA5\xB2われたんだ。まぁ、その時は間一髪で助かったが
0,56,CD2D1495,text4,\xB2われたんだ。まぁ、その時は間一髪で助かったが
0,57,0671C730,text1,\x82\x8Fれたんだ。まぁ、その時は間一髪で助かったが
0,57,0671C730,text2,\x82\x8Fれたんだ。まぁ、その時は間一髪で助かったが
0,57,0671C730,text3,\xAF間一髪で助かったが
0,57,0671C730,text4,間一髪で助かったが
0,58,F57A96A4,text1,\x93一髪で助かったが
0,58,F57A96A4,text2,\x93一髪で助かったが
0,58,F57A96A4,text3,\x82\x93なヤツ等だと知ってたら、ここまで慎重にはならかった#@－－#
0,58,F57A96A4,text4,\x93なヤツ等だと知ってたら、ここまで慎重にはならかった#@－－#
0,59,3E264501,text1,\x81\xAAヤツ等だと知ってたら、ここまで慎重にはならかった#@－－#
0,59,3E264501,text2,\x81\xAAヤツ等だと知ってたら、ここまで慎重にはならかった#@－－#
0,59,3E264501,text3,\x80\xA6ん？　何か急に空気が変わった？
0,59,3E264501,text4,\xA6ん？　何か急に空気が変わった？
0,60,B8B237AF,text1,\x82\x93？　何か急に空気が変わった？
0,60,B8B237AF,text2,\x82\x93？　何か急に空気が変わった？
0,60,B8B237AF,text3,
0,60,B8B237AF,text4,あ、ああ、同じような外見でもっと巨大なヤツだが……
0,61,3A2FBD44,text1,\x82、ああ、同じような外見でもっと巨大なヤツだが……
0,61,3A2FBD44,text2,\x82、ああ、同じような外見でもっと巨大なヤツだが……
0,61,3A2FBD44,text3,うな外見でもっと巨大なヤツだが……
0,61,3A2FBD44,text4,\x81\x86な外見でもっと巨大なヤツだが……
0,62,6B8424D0,text1,な外見でもっと巨大なヤツだが……
0,62,6B8424D0,text2,な外見でもっと巨大なヤツだが……
0,62,6B8424D0,text3,胴が甲羅の様に硬そうじゃなかったか？
0,62,6B8424D0,text4,\x83\xB4が甲羅の様に硬そうじゃなかったか？
0,63,6CB637F3,text1,が甲羅の様に硬そうじゃなかったか？
0,63,6CB637F3,text2,が甲羅の様に硬そうじゃなかったか？
0,63,6CB637F3,text3,\x86な？　うん、いかにも硬そうに見えたな
0,63,6CB637F3,text4,な？　うん、いかにも硬そうに見えたな
0,64,3EE3B5EC,text1,\xAA？　うん、いかにも硬そうに見えたな
0,64,3EE3B5EC,text2,\xAA？　うん、いかにも硬そうに見えたな
0,64,3EE3B5EC,text3,硬そうに見えたな
0,64,3EE3B5EC,text4,\xA1\xACそうに見えたな
0,65,2692BE2A,text1,そうに見えたな
0,65,2692BE2A,text2,そうに見えたな
0,65,2692BE2A,text3,\x81\xAB見えたな
0,65,2692BE2A,text4,\xAB見えたな
0,66,40A97713,text1,\xA6\x8Bえたな
0,66,40A97713,text2,\xA6\x8Bえたな
0,66,40A97713,text3,\x81\xA0がなぁ
0,66,40A97713,text4,\xA0がなぁ
0,67,EDCE6D8F,text1,\x81\x8Cなぁ
0,67,EDCE6D8F,text2,\x81\x8Cなぁ
0,67,EDCE6D8F,text3,\x80\x80だとしたらヤベエぞ#@－－#
0,67,EDCE6D8F,text4,\x80だとしたらヤベエぞ#@－－#
0,68,59B24652,text1,\x81\xA0としたらヤベエぞ#@－－#
0,68,59B24652,text2,\x81\xA0としたらヤベエぞ#@－－#
0,68,59B24652,text3,\x81\xAE……
0,68,59B24652,text4,\xAE……
0,69,16F3D095,text1,\x80\xA6…
0,69,16F3D095,text2,\x80\xA6…
0,69,16F3D095,text3,EEEEEE!?
0,69,16F3D095,text4,EEEEE!?
0,70,F2534E9B,text1,EEE!?
0,70,F2534E9B,text2,EEE!?
0,70,F2534E9B,text3,"\x81\xA8だった。
藪の中から巨大な何かが飛び出し、
近くにいた男の前で巨大な<鋏:ハサミ>のようなモノが交差する。"
0,70,F2534E9B,text4,"\xA8だった。
藪の中から巨大な何かが飛び出し、
近くにいた男の前で巨大な<鋏:ハサミ>のようなモノが交差する。"
0,71,0FE8E1D4,text1,"\x81\xA0った。
藪の中から巨大な何かが飛び出し、
近くにいた男の前で巨大な<鋏:ハサミ>のようなモノが交差する。"
0,71,0FE8E1D4,text2,"\x81\xA0った。
藪の中から巨大な何かが飛び出し、
近くにいた男の前で巨大な<鋏:ハサミ>のようなモノが交差する。"
0,71,0FE8E1D4,text3,\x82\xB5ミ>のようなモノが交差する。
0,71,0FE8E1D4,text4,\xB5ミ>のようなモノが交差する。
0,72,390F9D3E,text1,\x83\x9F>のようなモノが交差する。
0,72,390F9D3E,text2,\x83\x9F>のようなモノが交差する。
0,72,390F9D3E,text3,\xBA\xA4差する。
0,72,390F9D3E,text4,\xA4差する。
0,73,BD03FC3C,text1,\xB7\xAEする。
0,73,BD03FC3C,text2,\xB7\xAEする。
0,73,BD03FC3C,text3,\xB8\x80瞬間。從草叢中突然竄出某種巨大的東西，落在附近的男人面前，巨大剪刀相互交叉。
0,73,BD03FC3C,text4,\x80瞬間。從草叢中突然竄出某種巨大的東西，落在附近的男人面前，巨大剪刀相互交叉。
0,74,EF567E23,text1,\x9E\xAC間。從草叢中突然竄出某種巨大的東西，落在附近的男人面前，巨大剪刀相互交叉。
0,74,EF567E23,text2,\x9E\xAC間。從草叢中突然竄出某種巨大的東西，落在附近的男人面前，巨大剪刀相互交叉。
0,74,EF567E23,text3,\x91的男人面前，巨大剪刀相互交叉。
0,74,EF567E23,text4,的男人面前，巨大剪刀相互交叉。
0,75,F0CB5D37,text1,\x84男人面前，巨大剪刀相互交叉。
0,75,F0CB5D37,text2,\x84男人面前，巨大剪刀相互交叉。
0,75,F0CB5D37,text3,交叉。
0,75,F0CB5D37,text4,\xBA\xA4叉。
0,76,A29EDF28,text1,叉。
0,76,A29EDF28,text2,叉。
0,76,A29EDF28,text3,"it happens before I can blink.
A massive shape bursts from the
bushes, scything toward us#@－－#"
0,76,A29EDF28,text4,"t happens before I can blink.
A massive shape bursts from the
bushes, scything toward us#@－－#"
0,77,24C5B217,text1,"happens before I can blink.
A massive shape bursts from the
bushes, scything toward us#@－－#"
0,77,24C5B217,text2,"happens before I can blink.
A massive shape bursts from the
bushes, scything toward us#@－－#"
0,77,24C5B217,text3,－#
0,77,24C5B217,text4,\xBC\x8D#
0,78,CAC13C47,text1,#
0,78,CAC13C47,text2,#
0,78,CAC13C47,text3,\x8B間も無く、ナニカが宙に舞い上がった。
0,78,CAC13C47,text4,間も無く、ナニカが宙に舞い上がった。
0,79,9894BE58,text1,\x93も無く、ナニカが宙に舞い上がった。
0,79,9894BE58,text2,\x93も無く、ナニカが宙に舞い上がった。
0,79,9894BE58,text3,\x8A叫喚，有什麼東西飛到了半空中。
0,79,9894BE58,text4,叫喚，有什麼東西飛到了半空中。
0,80,177AA4B7,text1,\xAB喚，有什麼東西飛到了半空中。
0,80,177AA4B7,text2,\xAB喚，有什麼東西飛到了半空中。
0,80,177AA4B7,text3,中。
0,80,177AA4B7,text4,\xB8\xAD。
0,81,452F26A8,text1,。
0,81,452F26A8,text2,。
0,81,452F26A8,text3,"'t any time to react as it blurs
past a man nearby, sending something
flying up into the air."
0,81,452F26A8,text4,"t any time to react as it blurs
past a man nearby, sending something
flying up into the air."
0,82,C3BB5406,text1,"any time to react as it blurs
past a man nearby, sending something
flying up into the air."
0,82,C3BB5406,text2,"any time to react as it blurs
past a man nearby, sending something
flying up into the air."
0,82,C3BB5406,text3, into the air.
0,82,C3BB5406,text4,into the air.
0,83,91EED619,text1,to the air.
0,83,91EED619,text2,to the air.
0,83,91EED619,text3,\x81\x81ぁぁぁぁぁぁぁぁぁぁぁぁッ！！
0,83,91EED619,text4,\x81ぁぁぁぁぁぁぁぁぁぁぁぁッ！！
0,84,3DDE8356,text1,\x81\x81ぁぁぁぁぁぁぁぁぁぁぁッ！！
0,84,3DDE8356,text2,\x81\x81ぁぁぁぁぁぁぁぁぁぁぁッ！！
0,84,3DDE8356,text3,AAAHH!!
0,84,3DDE8356,text4,AAHH!!
0,85,15E2B71B,text1,HH!!
0,85,15E2B71B,text2,HH!!
0,85,15E2B71B,text3,\x8D#
0,85,15E2B71B,text4,#
0,86,47B73504,text1,うわっ、小さいのも来るぞ！！
0,86,47B73504,text2,うわっ、小さいのも来るぞ！！
0,86,47B73504,text3,\x81\x95いのも来るぞ！！
0,86,47B73504,text4,\x95いのも来るぞ！！
0,87,BA469F99,text1,\x81\x84のも来るぞ！！
0,87,BA469F99,text2,\x81\x84のも来るぞ！！
0,87,BA469F99,text3,"e are more little ones coming, too!"
0,87,BA469F99,text4," are more little ones coming, too!"
0,88,582A1610,text1,"re more little ones coming, too!"
0,88,582A1610,text2,"re more little ones coming, too!"
0,88,582A1610,text3,"ttle ones coming, too!"
0,88,582A1610,text4,"tle ones coming, too!"
0,89,A35DAED8,text1,"e ones coming, too!"
0,89,A35DAED8,text2,"e ones coming, too!"
0,89,A35DAED8,text3,t's happening?
0,89,A35DAED8,text4,'s happening?
0,90,735D7FA6,text1, happening?
0,90,735D7FA6,text2, happening?
0,90,735D7FA6,text3,斉にかかるぞ！！
0,90,735D7FA6,text4,\x96\x89にかかるぞ！！
0,91,0A7F940F,text1,にかかるぞ！！
0,91,0A7F940F,text2,にかかるぞ！！
0,91,0A7F940F,text3,開距離！重整架式，全員一起上！！
0,91,0A7F940F,text4,\x96\x8B距離！重整架式，全員一起上！！
0,92,6A464EE7,text1,距離！重整架式，全員一起上！！
0,92,6A464EE7,text2,距離！重整架式，全員一起上！！
0,92,6A464EE7,text3,"nce! Fall back and
regroup#@－－#
we'll attack it all at once!"
0,92,6A464EE7,text4,"ce! Fall back and
regroup#@－－#
we'll attack it all at once!"
0,93,FB2926DA,text1,"! Fall back and
regroup#@－－#
we'll attack it all at once!"
0,93,FB2926DA,text2,"! Fall back and
regroup#@－－#
we'll attack it all at once!"
0,93,FB2926DA,text3,it all at once!
0,93,FB2926DA,text4,t all at once!
0,94,A97CA4C5,text1,all at once!
0,94,A97CA4C5,text2,all at once!
0,94,A97CA4C5,text3,武器を取る。
0,94,A97CA4C5,text4,\xAD\xA6器を取る。
0,95,B10DAF03,text1,器を取る。
0,95,B10DAF03,text2,器を取る。
0,95,B10DAF03,text3,\x82\x8B。
0,95,B10DAF03,text4,\x8B。
0,96,E3582D1C,text1,\x80\x82
0,96,E3582D1C,text2,\x80\x82
0,96,E3582D1C,text3,"y take up arms
at Ukon's command..."
0,96,E3582D1C,text4," take up arms
at Ukon's command..."
0,97,FCC50E08,text1,"ake up arms
at Ukon's command..."
0,97,FCC50E08,text2,"ake up arms
at Ukon's command..."
0,97,FCC50E08,text3,"\x8D#、
辺りから次から次へとギギリが這いでてきた。"
0,97,FCC50E08,text4,"#、
辺りから次から次へとギギリが這いでてきた。"
0,98,AE908C17,text1,"\x80\x81
辺りから次から次へとギギリが這いでてきた。"
0,98,AE908C17,text2,"\x80\x81
辺りから次から次へとギギリが這いでてきた。"
0,98,AE908C17,text3,奇奇利卻從一旁接連不斷湧過來。
0,98,AE908C17,text4,\xA5\x87奇利卻從一旁接連不斷湧過來。
0,99,2A9CED15,text1,奇利卻從一旁接連不斷湧過來。
0,99,2A9CED15,text2,奇利卻從一旁接連不斷湧過來。
0,99,2A9CED15,text3,"iri swarm out of
the shadows nearby, pouring forth in
a ceaseless horde."
0,99,2A9CED15,text4,"ri swarm out of
the shadows nearby, pouring forth in
a ceaseless horde."
0,100,78C96F0A,text1," swarm out of
the shadows nearby, pouring forth in
a ceaseless horde."
0,100,78C96F0A,text2," swarm out of
the shadows nearby, pouring forth in
a ceaseless horde."
0,100,78C96F0A,text3,気をつけろ、コイツ等#@－－#ガァァァッ！？
0,100,78C96F0A,text4,\xB0\x97をつけろ、コイツ等#@－－#ガァァァッ！？
0,101,67544C1E,text1,をつけろ、コイツ等#@－－#ガァァァッ！？
0,101,67544C1E,text2,をつけろ、コイツ等#@－－#ガァァァッ！？
0,101,67544C1E,text3,牠們來了啊#@－－#啊啊啊！？
0,101,67544C1E,text4,\x89\xA0們來了啊#@－－#啊啊啊！？
0,102,3501CE01,text1,們來了啊#@－－#啊啊啊！？
0,102,3501CE01,text2,們來了啊#@－－#啊啊啊！？
0,102,3501CE01,text3,"皆:みんな>が武器を構える余裕もなく、
追い回され、襲われていく。"
0,102,3501CE01,text4,"\x9A\x86:みんな>が武器を構える余裕もなく、
追い回され、襲われていく。"
0,103,5A33E977,text1,":みんな>が武器を構える余裕もなく、
追い回され、襲われていく。"
0,103,5A33E977,text2,":みんな>が武器を構える余裕もなく、
追い回され、襲われていく。"
0,103,5A33E977,text3,\x81\xA6いく。
0,103,5A33E977,text4,\xA6いく。
0,104,9602FECB,text1,\x81\x84く。
0,104,9602FECB,text2,\x81\x84く。
0,104,9602FECB,text3,\xA4\xA7家連拿起武器的時間都沒有，就被四處追著跑，受到襲擊。
0,104,9602FECB,text4,\xA7家連拿起武器的時間都沒有，就被四處追著跑，受到襲擊。
