row,key_hash_hex,record_index,jaJP_flags,jaJP_text,enUS_flags,enUS_text,zhTW_flags,zhTW_text
22,30EF0C1A,24,2,아하하하하하!! 아직! 아직! 아직! 아직이야―!!,2,Ah ha ha ha ha!! More! More! More! More!!,2,啊哈哈哈哈哈哈！！再來！再來！再來！再來——！！
23,30FA1553,75,1,아아아아아…,1,AAAAAH...,1,啊啊啊啊……
24,341ADC27,31,2,똑똑히 보아라! 정의의 일격! 바로 이것이다!,2,Behold! Justice's might! It draws near!,2,看好了！這就是正義的一擊！
25,358EEB27,64,1,받아라! 나의 무의 전부를!,1,Take this! With all of my strength!,1,接招吧！此乃鄙人之武道！
26,38909B60,56,1,잡았다아――!!,1,Got ya!!,1,拿下了——！！
27,38C8A672,3,2,"후우…… 뭐, 이 정도인가……!",2,Hmph... guess that settled it...!,2,呼……差不多就這樣吧……！
28,3904AC60,6,2,나의......모든 것을 쏟아붓겠어!!,2,I'll give it my all!!,2,拼盡全部力量！！
29,3C654B5D,48,1,용서하라!!!,1,Sorry!!!,1,來世再見吧！！！
30,3DF17C5D,15,2,"하늘에 비술이 있고…
나에게 계시가 있다…",2,"Secrets of heaven...
Lie within me...",2,"天握秘術
吾有良策"
31,4A915083,22,4,흐후후…!,4,Hehe...!,4,呵呵……！
32,500EB5AC,23,3,묵직한 거 간다아―!!,3,Get ready for a BIG one!!,3,來一記大招！！
33,5EC24CB2,78,1,베이고 싶은 놈은 누구냐?,1,"So, who wants to taste my blade first?",1,是誰想要被砍啊？
34,648BB94A,77,1,내 활에서 벗어날 수는 없다!,1,There's no escaping my arrows!,1,別想從我的箭下逃脫！
35,6F70FA5E,45,4,피할 수 있겠어?,4,Think you can handle this?,4,你躲得開嗎？
36,7605EFCC,36,0,으아아~…… 훌쩍,0,*sniff*,0,嗯啊～吸……
37,77C785FB,37,0,뭐야!?,0,WAAAH!?,0,啊啊！？
38,7E420152,61,4,간다!!,4,Brace yourself!!,4,出陣！
39,863EDE5E,35,1,"……응? 햐, 햐쿠시!",1,...Hm? Ah... ACHOO!,1,……嗯？啊、阿嚏！
40,8828477C,14,3,상전이법,3,Phase Transition,3,相變之法
41,9133763D,16,1,이것이 학문의 진수입니다,1,This is what a scholar can do.,1,此為學問真髓
42,98136699,59,2,각오는 됐나?,2,Are you ready?,2,做好覺悟了嗎？
43,986BCA16,49,5,이걸로 끝내는 거요―!,5,I shall end it with this!,5,用這招決勝負！
44,993BE4FF,43,2,그러므로 인간은 하늘에 계신 신군과 함께한다,2,"Therefore, the gods are always with us.",2,故人與天上之神君同在，
45,A1C1F7C8,2,3,하앗!!,3,Hya!,3,哈！！
46,AA25041B,57,4,"무네치카, 나간다!",4,"Prepare yourself#@－－#it is I, Munechika!",4,宗近出陣！
47,B216B73C,40,5,일체 중생의 죄와 더러움을,5,Give the blessing of purity,5,請您為眾生
48,B8DAC689,0,5,슬슬 진심 좀 내볼까!,5,It's time to get serious!,5,差不多也該認真了吧！
49,BB390EAF,28,2,진심으로 가겠습니다!!,2,I will not hold back!!,2,要認真上了！！
50,C2C38658,26,4,"자, 퇴장하실 시간입니다…",4,I do believe it's time to leave...,4,那麼，差不多該請你退場了……
51,C51187AA,39,6,근원의 사자여,6,Emissary of the origin...,6,根源之使者啊，
52,C6365665,17,3,여긴 맡겨주세요!,3,Leave this to me!,3,這裡就請交給我吧！
53,C769D1BB,13,4,연환,4,Chain Link,4,連環
54,CB282622,8,3,"코코포, 할 수 있지?",3,"Cocopo, we've got this right?",3,可可啵，你可以吧？
55,D2331763,9,2,"이제, 도망치지 않겠습니다…!",2,You can't escape...!,2,我不會再逃避了……！
56,D752F05E,60,1,부서져라! 이것이 나의 힘이다!,1,Behold my power!,1,粉碎吧！這就是在下的力量！
57,DBCDAE50,76,1,그오오오오온!,1,GRAAAAAH!,1,嗷嗚——！
58,DBD8B719,27,3,"이 태도의 움직임, 따라잡을 수 있습니까?",3,Can you perceive the greatness of my swordsmanship?,3,你能看清我的刀法嗎?
59,DC0AB6EB,38,7,"힘을,
해방합니다",7,"We unleash...
our power!",7,"解放
力量。"
60,DE72E0FA,12,5,팔괘,5,Bagua,5,八卦
61,DF2D6724,18,2,이제 두렵지 않아! 이걸로 끝내겠습니다…!,2,I'm not afraid anymore! I'll end it here...!,2,我不會再膽怯了！就用這招定勝負……！
62,DF387E6D,74,1,기샤아아아아앗!!,1,GYAAAA!,1,嘰嚇——！
63,E19142E1,50,4,비장의 수를 보여주겠소!,4,I shall show thee mine best!,4,讓你見識一下麻呂的絕招！
64,E2A38A67,73,1,"이 힘, 맛보는 게 좋을 것이다",1,TASTE MY POWER!,1,嘗嘗這股力量吧。
65,E4DE5464,51,3,"돌리고 돌려서…, 폭발이오!",3,Thus... Thou shall explode!,3,散佈吧……爆炸吧！
66,E56492DC,58,3,여기서부터는 죽음을 각오하라!!,3,I do hope you are prepared to die here!,3,接下來，請做好赴死的覺悟吧！！
67,EE3CD469,42,3,모든 것은 하늘 아래의 그림자와 같도다,3,All is as a shadow under heaven.,3,萬物皆為天之影，
68,EF68D2B3,33,0,니힛~,0,Hee hee...,0,嘻嘻～
69,F0F5E4DA,29,1,그 목숨! 받아가겠습니다!!,1,I'll have your head!!,1,你的腦袋！我收下了！！
70,F139EEC8,34,2,끝낸다!!,2,This is it!!,2,最後一招！！
71,F40034E7,19,1,지금이다!! 꿰뚫어라――!!!!,1,This is it!! Make it through!!!,1,就是這裡！！貫穿敵人——！！！！
72,F5811AAE,67,1,이 데코폼포님이 직접 상대해주겠다냐오!,1,"I, the great Dekopompo, will take you on!",1,就由本凸砰砰大人親自來對付你喵姆！
73,F88A73A0,53,1,화신이여…。마로에게 힘을…!,1,Himukami... Grant unto me thy strength...!,1,火神啊……請賜予麻呂力量……！
74,F89F6AE9,69,1,죽어도 책임 못 진다?,1,Don't complain if you die!,1,丟了小命我也不負責喔?
75,F91E44A0,10,1,부탁해요! 맞아주세요―!,1,Please! Find your mark!,1,拜託了！請一定要擊中！
76,FC6ABAD4,71,1,"네 각오, 보여다오",1,Show me what you've got!,1,就讓我看看你的覺悟吧。
77,FDEB949D,4,1,"읏챠...
후, 좀 과했나?",1,"And... done.
Hm, did I go too far?",1,"嘿……咻。
哼，是不是有點做過頭了啊？"
78,FF83DB7C,52,2,와쟈아아―!,2,YAAAAAAHHH!,2,呀！
79,5B704C68,79,0,복사 원본 시트,0,,0,
80,0079A8F3,327,16,자유 임무(온라인) 24,16,,16,
81,01432BFD,212,3,특수 격파,3,,3,
82,02FAD2BF,281,22,"밀정
식충 대작전",22,,22,
83,062EEFE4,208,7,등장,7,,7,
84,07146CEA,323,20,"최종 계층
천상천하

보스：
브라이 Lv.19
미카즈치 Lv.19
크로우 Lv.18
노스리 Lv.18
위장부 Lv.18",20,,20,
85,085597BA,167,3,채도:%.2f,3,,3,
86,0871166A,240,5,"투스쿨 원정

보스：
크로우 Lv.2

추천：토의 진",5,,5,
87,08E9E348,252,11,검노,11,,11,
88,09CFE4D8,331,12,자유 임무(온라인) 28,12,,12,
89,0A2BA4B7,99,1,베로시티 맵(속도 벡터 맵),1,,1,
90,0B4C9E94,277,26,"닌
야마토 어전 시합",26,,26,
91,0B74962D,199,6,1프레임 대비 시간 비율:%.2f,6,,6,
92,0C195234,203,2,기준 샘플 픽셀 간격:%.2f,2,,2,
93,0C215A8D,273,30,"닌
타타리가미의 유적",30,,30,
94,0E0895A2,117,2,F값 지정에 의한 자동 조정,2,,2,
95,0F1CD273,244,1,유지를 잇는 자,1,,1,
96,0F3853A3,163,7,강함:%.2f,7,,7,
97,0F842751,248,15,첫 임무,15,,15,
98,10D4D599,341,2,자유 임무(온라인) 38,2,,2,
99,116A272B,230,15,ADV,15,,15,
100,11F2D209,262,1,-,1,,1,
101,1257AFD5,267,36,"심부름
모즈누 일파 소탕 작전",36,,36,
102,1282B264,154,8,%s,8,,8,
103,153A6BCC,263,40,"심부름
약초를 찾아서",40,,40,
104,15EF767D,158,4,콘트라스트:%.2f,4,,4,
105,1607E332,234,11,"악덕의 번영

보스：
모즈누 Lv.4",11,,11,
106,169F1610,258,5,그림자,5,,5,
107,18F40672,218,7,컬러 배리에이션 의상 03(Cos00_03),7,,7,
108,196299B2,337,6,자유 임무(온라인) 34,6,,6,
109,19D6B490,96,1,대각선,1,,1,
110,1A024953,102,7,원형(부드러움),7,,7,
111,1BE1E3FE,271,32,"견습
숨겨진 미주",32,,32,
112,1D6F8D4A,106,3,조리개/색수차 시뮬레이션에 의한 보케 표현(강),3,,3,
113,1E0F5DAB,333,10,자유 임무(온라인) 30,10,,10,
114,1F99C26B,222,3,추가 의상 03( Cos03_00 ),3,,3,
115,2061CD57,287,16,"첩자
황제가 없는 틈을 타 탐문

보스：
데코폼포 Lv.14
보코이난테 Lv.14",16,,16,
116,20B78377,126,6,선형 매핑(LDR 클램프),6,,6,
117,2114C1A0,84,10,저가 렌즈,10,,10,
118,22D255DB,354,3,우콘,3,,3,
119,22E2B71B,321,22,"제4 계층
이름 없는 전사들",22,,22,
120,230D480A,139,2,휘도 범위 스케일:%.2f,2,,2,
121,24608C13,135,6,글레어 결과의 블러 파워?:%.4f,6,,6,
122,25A9CDCB,185,12,퍼:%.2f,12,,12,
123,267905B9,80,14,끄기,14,,14,
124,270C094E,283,20,"첩자
신음의 묘표",20,,20,
125,27DA476E,130,2,로그 공간 톤맵 함수,2,,2,
126,27F66933,122,2,자동 생성(일부 수동),2,,2,
127,28A28D8B,88,6,스노우 크로스,6,,6,
128,28CB8F90,148,3,베이스 스케일:%.2f,3,,3,
129,29D7817C,291,12,"첩자
작열의 무인

보스：
브라이 Lv.14",12,,12,
130,2B54FB30,317,26,"제3 계층
벌레술사의 밤

보스：
보로기기리 Lv.17
보로기기리 Lv.17",26,,26,
131,2B7245F9,177,20,피사계 심도:%s,20,,20,
132,2C1F81E0,181,16,조리개 표현:%s,16,,16,
133,2C393F29,313,30,"제3 계층
안개 속의 쌍도끼

보스：
모즈누 Lv.17
모즈누 Lv.17",30,,30,
134,2FA64B89,144,7,최소 시야각:%.2f,7,,7,
135,301DE476,171,6,자동:%s,6,,6,
136,30CCB03D,301,2,자유 임무(오프라인) 38,2,,2,
137,324FCA71,307,36,"제1 계층
야망의 요새

보스：
노스리 Lv.15",36,,36,
138,326974B8,187,10,F값:%.03f,10,,10,
139,3504B0A1,191,6,아나모픽 렌즈 보케:%s,6,,6,
140,3512ECA8,352,5,야쿠토와루토,5,,5,
141,3.52E+72,303,40,"제1 계층
산적의 산중 은거

보스：
모즈누 Lv.15",40,,40,
142,3770206F,175,2,자동 조정 밝기 목표:%.2f,2,,2,
143,395A2963,109,6,색수차 비보정 타입,6,,6,
144,397AFC16,297,6,자유 임무(오프라인) 34,6,,6,
145,3BC9649A,344,13,쿠온,13,,13,
146,3BF9865A,311,32,"제2 계층
광인의 칼날 결전

보스：
크로우 Lv.16",32,,32,
147,3CA4A083,348,9,아투이,9,,9,
148,3CB2FC8A,195,2,휘도 스케일:%.2f,2,,2,
149,3E17380F,293,10,"자유 임무 임무명030

보스：
미카즈치 Lv.14",10,,10,
150,3E37ED7A,113,2,아포크로마트(고성능 색수차 제거) 렌즈,2,,2,
151,3F6234F8,90,4,서니 크로스,4,,4,
152,407710F9,174,3,타입:%s,3,,3,
153,42038037,192,5,포커스 어긋남 강도:%.2f,5,,5,
154,4215DC3E,351,6,우루루・사라나,6,,6,
155,42253EFE,304,39,"제1 계층
새로운 야망",39,,39,
156,43D4E041,205,0,○,0,,0,
157,4548FAE7,308,35,"제2 계층
반역의 눈

보스：
가운지 창 Lv.16",35,,35,
158,456E442E,188,9,에어리 디스크 조리개 보케:%s,9,,9,
159,471AD4E0,170,7,%s,7,,7,
160,47CB80AB,302,1,자유 임무(오프라인) 39,1,,1,
161,4865046E,91,3,서니 크로스(분산: 강),3,,3,
162,49100899,294,9,자유 임무 임무명031,9,,9,
163,4930DDEC,114,1,중앙에서 주변으로 감쇠되는 특수 렌즈,1,,1,
164,4BA39015,347,10,키우루,10,,10,
165,4BB5CC1C,196,1,길이:%.2f,1,,1,
166,4CCE540C,343,14,하쿠,14,,14,
167,4CFEB6CC,312,31,"제2 계층
분노의 숲",31,,31,
168,4E5D19F5,110,5,비구면 렌즈 보정 타입,5,,5,
169,4E7DCC80,298,5,자유 임무(오프라인) 35,5,,5,
170,500B39D8,284,19,"첩자
흉충의 숲

보스：
보로기기리 Lv.14",19,,19,
171,50DD77F8,131,1,채도 유지형 로그 공간 톤맵 함수,1,,1,
172,50F159A5,121,3,자동 생성,3,,3,
173,517E352F,81,13,블룸,13,,13,
174,52AEFD5D,186,11,지름:%.02f,11,,11,
175,5367BC85,134,7,고휘도 추출 임계값:%.4f,7,,7,
176,540A789C,138,3,휘도에 대한 감마 변환값:%.2f,3,,3,
177,55D5654D,353,4,마로로,4,,4,
178,55E5878D,322,21,"제4 계층
제국과의 전투

보스：
브라이 Lv.18
미카즈치 Lv.18
브라이(통상) Lv.18",21,,21,
179,5613F136,85,9,잔상이 강한 타입,9,,9,
180,5766FDC1,288,15,"첩자
거짓된 공투

보스：
모즈누 Lv.14
노스리 Lv.14",15,,15,
181,57B0B3E1,127,5,필름 간이 시뮬레이션(권장),5,,5,
182,58A17B1F,143,8,경계 각도:%.2f,8,,8,
183,5B18B176,182,15,화각 표현:%s,15,,15,
184,5B3E0FBF,314,29,"제3 계층
가짜 도적 결성

보스：
노스리 Lv.17
위장부 Lv.17",29,,29,
185,5C53CBA6,318,25,"제4 계층
2군의 의지

보스：
모즈누 Lv.18
보코이난테 Lv.18
데코폼포 Lv.19",25,,25,
186,5C75756F,178,19,오토포커스:%s,19,,19,
187,5ED0B1EA,292,11,"첩자
신화의 끝에서

보스：
브라이(통상) Lv.14",11,,11,
188,5FA5BD1D,89,5,스노우 크로스(분산: 강),5,,5,
189,5FCCBF06,147,4,시야 타입:%s,4,,4,
190,6100D3A4,233,12,"금지된 불장난

보스：
노스리 Lv.2",12,,12,
191,61609EE1,153,1,효과 무효 거리:%.2f,1,,1,
192,61982686,257,6,무사 대장,6,,6,
193,623D5B5A,264,39,"심부름
쿠쥬우리 범과장",39,,39,
194,62E846EB,159,3,세피아:%.2f,3,,3,
195,65509F43,268,35,"견습
악의 소굴

보스：
모즈누(주 목표) Lv.31
모즈누(부 목표1) Lv.11
모즈누(부 목표2) Lv.11",35,,35,
196,658582F2,155,7,색상:%.2f,7,,7,
197,666D17BD,229,16,ADV,16,,16,
198,66F5E29F,261,2,-,2,,2,
199,67D3E50F,342,1,자유 임무(온라인) 39,1,,1,
200,689EF2FD,221,4,추가 의상 02( Cos02_00 ),4,,4,
201,69086D3D,334,9,자유 임무(온라인) 31,9,,9,
202,6A68BDDC,107,2,조리개/색수차 시뮬레이션에 의한 보케 표현(L1),2,,2,
203,6CE6D368,272,31,"견습
봉기하는 흉룡",31,,31,
204,6D0579C5,103,6,정사각형,6,,6,
205,6E65A924,338,5,자유 임무(온라인) 35,5,,5,
206,6FF336E4,217,8,컬러 배리에이션 의상 02(Cos00_02),8,,8,
207,70135C7C,324,19,몽환연무 임무명 021,19,,19,
208,7129DF72,209,6,기력 해방,6,,6,
209,75FDE229,282,21,"밀정
전투광의 밤",21,,21,
210,76441B6B,213,2,파생 오의,2,,2,
211,777E9865,328,15,자유 임무(온라인) 25,15,,15,
212,781BE2E5,243,2,"패자라 불리는 자

보스：
브라이 Lv.2

●무뢰
보스：
브라이(통상) Lv.2",2,,2,
213,783F6335,162,8,%s,8,,8,
214,788317C7,247,16,도적과 도적,16,,16,
215,790FA534,118,1,조리개 구경 지정에 의한 자동 조정,1,,1,
216,7B1E62A2,204,1,베로시티 소스:%s,1,,1,
217,7B266A1B,274,29,"닌
거짓 이름을 사칭하는 자",29,,29,
218,7C4BAE02,278,25,"밀정
검호의 부탁

보스：
위장부(주 목표) Lv.13
위장부(부 목표1) Lv.33",25,,25,
219,7C73A6BB,200,5,최대 길이:%.2f,5,,5,
220,7EC8D44E,332,11,자유 임무(온라인) 29,11,,11,
221,7F52A72C,166,4,색상:%.2f,4,,4,
222,7F7626FC,239,6,"기억의 잔광

보스：
타타리운카미 Lv.2",6,,6,
223,7FEED3DE,251,12,투충 사건부,12,,12,
224,806BC808,340,3,자유 임무(온라인) 37,3,,3,
225,80DFE52A,95,2,수평,2,,2,
226,81FD57C8,215,10,기본 의상,10,,10,
227,830B18E9,101,8,원형,8,,8,
228,8466DCF0,105,4,육각형(퀄리티: 높음),4,,4,
229,869093D1,219,6,컬러 배리에이션 의상 04(Cos00_04),6,,6,
230,86B8FEA3,235,10,"투충 사건부

보스：
데코폼포 Lv.2
보코이난테 Lv.2
보로기기리 Lv.4",10,,10,
231,87060C11,336,7,자유 임무(온라인) 33,7,,7,
232,88637691,227,18,"설국의 만남

●고독 중래
보스：
보로기기리 Lv.1",18,,18,
233,88FB83B3,259,4,패자라 불리는 자,4,,4,
234,8B5EFE6F,270,33,"견습
야만족의 공작",33,,33,
235,8B8BE3DE,157,5,명도:%.2f,5,,5,
236,8C333A76,266,37,"심부름
노스리 여단 대특훈",37,,37,
237,8CE627C7,161,1,화이트 밸런스:%.2f,1,,1,
238,8F0EB288,231,14,"첫 임무

보스：
모즈누 Lv.3",14,,14,
239,8F26DFFA,223,2,추가 의상 04( Cos04_00 ),2,,2,
240,8F6EFFCD,151,3,%s,3,,3,
241,8F9647AA,255,8,기억의 잔광,8,,8,
242,915CC600,168,2,콘트라스트:%.2f,2,,2,
243,917847D0,237,8,가면의 장수,8,,8,
244,91E0B2F2,249,14,금지된 불장난,14,,14,
245,9245CF2E,280,23,"밀정
화살과 검의 대결",23,,23,
246,927DC797,198,7,타입:%s,7,,7,
247,9322F50D,98,2,카메라 회전/원근 변화(줌),2,,2,
248,9510038E,202,3,최대 반복 횟수:%d,3,,3,
249,95280B37,276,27,"닌
망국의 밀정",27,,27,
250,961583C9,241,4,무사 대장,4,,4,
251,96310219,164,6,회전:%.2f,6,,6,
252,968D76EB,245,18,해충 구제,18,,18,
253,9701C418,116,3,조리개 구경 직경 지정,3,,3,
254,984A7A47,211,4,오의,4,,4,
255,9856FED9,253,10,가면의 장수,10,,10,
256,9970F949,330,13,자유 임무(온라인) 27,13,,13,
257,9E1D3D50,326,17,자유 임무(온라인) 23,17,,17,
258,9F27BE5E,207,8,시작(가칭),8,,8,
259,A05378D9,112,3,아크로마트(색수차 제거) 렌즈 2,3,,3,
260,A073ADAC,300,3,자유 임무(오프라인) 37,3,,3,
261,A2C03520,345,12,루루티에,12,,12,
262,A5ADF139,349,8,오우기,8,,8,
263,A66B6542,93,1,수직 플레어,1,,1,
264,A71E69B5,296,7,자유 임무(오프라인) 33,7,,7,
265,A914B5CC,172,5,노출:%.2f,5,,5,
266,AB469BCB,310,33,"제2 계층
아지랑이의 진군

보스：
위장부 Lv.16",33,,33,
267,AB602502,190,7,보케 분산 억제:%s,7,,7,
268,AC0DE11B,194,3,휘도:%.2f,3,,3,
269,AC2B5FD2,306,37,"제1 계층
재앙의 투기장

보스：
타타리운카미 Lv.15
위장부 Lv.15",37,,37,
270,AE7971D5,176,1,필름 콘트라스트:%.2f,1,,1,
271,B180A583,226,0,로 비표시,0,,0,
272,B1C2DE2A,145,6,최대 시야각:%.2f,6,,6,
273,B25DAA8A,320,23,"제4 계층
거수의 우리

보스：
타타리운카미 Lv.19
타타리운카미 Lv.19
보로기기리 Lv.19",23,,23,
274,B27B1443,180,17,조리개 형태:%s,17,,17,
275,B3B2559B,140,1,스타 필터 샘플링 임계값:%.3f,1,,1,
276,B516D05A,184,13,니어:%.2f,13,,13,
277,B5306E93,316,27,"제3 계층
말로의 끝

보스：
타타리운카미 Lv.17",27,,27,
278,B6AF1A33,141,10,%s,10,,10,
279,B81D901A,87,7,크로스 스크린(분산: 강),7,,7,
280,B8749201,149,2,엣지 둥글기:%.2f,2,,2,
281,B9689CED,290,13,"첩자
광인의 칼날과 춤춰라

보스：
크로우 Lv.14",13,,13,
282,B992FC90,123,1,수동 생성,1,,1,
283,B9BED2CD,125,7,선형 매핑,7,,7,
284,BA0419B0,136,5,글레어 발생 임계값 공간:%s,5,,5,
285,BBDB0461,355,2,무네치카,2,,2,
286,BD69DDA9,132,9,글레어 형태:%s,9,,9,
287,BE0558F4,286,17,"첩자
부활의 봉화

보스：
가운지 창 Lv.14",17,,17,
288,BED316D4,129,3,채도 유지형 라인하르트 톤맵 함수,3,,3,
289,BEFF3889,119,5,자동,5,,5,
290,BF705403,83,11,표준,11,,11,
291,C1A82AA5,142,9,디스토션 강도:%.2f,9,,9,
292,C211E0CC,183,14,포커스 값:%.2f,14,,14,
293,C2375E05,315,28,"제3 계층
고용된 검사

보스：
데코폼포 Lv.17",28,,28,
294,C55A9A1C,319,24,"제4 계층
결별의 암운

보스：
데코폼포 Lv.18
가운지 창 Lv.18
보코이난테 Lv.19",24,,24,
295,C57C24D5,179,18,목표 포커스 값:%.2f,18,,18,
296,C6C5EEBC,146,5,바늘산 각도:%.2f,5,,5,
297,C8776495,82,12,렌즈 플레어,12,,12,
298,C9026862,285,18,"첩자
동토의 타타리가미

보스：
타타리운카미 Lv.14
보로기기리 Lv.14",18,,18,
299,C9D42642,128,4,라인하르트 톤맵 함수,4,,4,
300,C9F8081F,120,4,?,4,,4,
301,CA6EED3F,133,8,휘도:%.4f,8,,8,
302,CCDC34F7,356,1,오슈토르,1,,1,
303,CD032926,137,4,블룸 레벨:%d,4,,4,
304,CE6FAC7B,289,14,"첩자
망국의 검성

보스：
위장부 Lv.14",14,,14,
305,CEB9E25B,124,8,자동,8,,8,
306,CF1AA08C,86,8,크로스 스크린,8,,8,
307,CF73A297,150,1,엣지의 부드러움:%.2f,1,,1,
308,D0195923,295,8,자유 임무(오프라인) 32,8,,8,
309,D16C55D4,92,2,수평 플레어,2,,2,
310,D2AAC1AF,350,7,노스리,7,,7,
311,D5C705B6,346,11,네코네,11,,11,
312,D754484F,111,4,아크로마트(색수차 제거) 렌즈,4,,4,
313,D7749D3A,299,4,자유 임무(오프라인) 36,4,,4,
314,DB0AD18D,193,4,아나모픽 렌즈 플레어:%s,4,,4,
315,DB2C6F44,305,38,"제1 계층
벌레와 검

보스：
보로기기리 Lv.15",38,,38,
316,DC41AB5D,309,34,"제2 계층
울퉁불퉁한 도전장

보스：
데코폼포 Lv.16
보코이난테 Lv.16",34,,34,
317,DC671594,189,8,보케 강도:%.2f,8,,8,
318,DE13855A,173,4,감마:%.2f,4,,4,
319,DFFC6A8C,225,0,※테스트 플레이용 정보※,0,,0,
320,E006F48E,115,4,F값 지정,4,,4,
321,E112B35F,242,3,그림자,3,,3,
322,E136328F,165,5,스케일:%.2f,5,,5,
323,E18A467D,246,17,복충중래,17,,17,
324,E2173318,201,4,패스당 기준 샘플 수:%d,4,,4,
325,E22F3BA1,275,28,"닌
북방의 강자",28,,28,
326,E425C59B,97,3,카메라 회전 이동,3,,3,
327,E542FFB8,279,24,"밀정
악의 검비위사",24,,24,
328,E57AF701,197,8,%s,8,,8,
329,E65BF696,169,1,명도:%.2f,1,,1,
330,E67F7746,238,7,섬기는 자,7,,7,
331,E6E78264,250,13,악덕의 번영,13,,13,
332,E6FB06FA,214,1,배경 카메라 스트림,1,,1,
333,E8208EC8,206,9,없음,9,,9,
334,E91A0DC6,325,18,자유 임무(온라인) 22,18,,18,
335,EE77C9DF,329,14,자유 임무(온라인) 26,14,,14,
336,EF4D4AD1,210,5,클리어(가칭),5,,5,
337,EF51CE4F,254,9,섬기는 자,9,,9,
338,F0013C87,335,8,자유 임무(온라인) 32,8,,8,
339,F197A347,220,5,추가 의상 01( Cos01_00 ),5,,5,
340,F1BFCE35,236,9,"사로잡힌 자
보스：
위장부 Lv.2",9,,9,
341,F361EC66,104,5,육각형,5,,5,
342,F40C287F,100,9,자동,9,,9,
343,F6FA675E,216,9,컬러 배리에이션 의상 01(Cos00_01),9,,9,
344,F76CF89E,339,4,자유 임무(온라인) 36,4,,4,
345,F7D8D5BC,94,3,수직,3,,3,
346,F809821E,232,13,ADV,13,,13,
347,F821EF6C,224,1,추가 의상 05( Cos05_00 ),1,,1,
348,F869CF5B,152,2,효과 감쇠 시작 거리:%.2f,2,,2,
349,F891773C,256,7,투스쿨 원정,7,,7,
350,FAD7A04D,108,1,조리개/색수차 시뮬레이션에 의한 보케 표현(L2),1,,1,
351,FB340AE0,265,38,"심부름
오르케 대탈주",38,,38,
352,FBE11751,160,2,색온도:%.2f,2,,2,
353,FC59CEF9,269,34,"견습
안개의 골짜기 야만족",34,,34,
354,FC8CD348,156,6,채도:%.2f,6,,6,
355,FF644607,228,17,"도적과 도적

보스：
모즈누 Lv.2
드롭 없음",17,,17,
356,FFFCB325,260,3,무뢰,3,,3,
357,006CBCB9,543,164,레코딩 스튜디오,164,Recording Studio,164,Recording Studio
358,008B0494,516,11,레코딩 엔지니어,11,Recording Engineer,11,Recording Engineer
359,00EF6851,890,13,Iljun Kang,13,Iljun Kang,13,Iljun Kang
360,01496EA3,419,93,감로수,93,Tatsuki Amaduyu,93,Tatsuki Amaduyu
361,01CE2740,787,37,DESIGN DIRECTOR,37,DESIGN DIRECTOR,37,DESIGN DIRECTOR
