row,key_hash_hex,record_index,jaJP_flags,jaJP_text,enUS_flags,enUS_text,zhTW_flags,zhTW_text
21,2D01ED66,30,3,さぁ！成敗してくれよう！,3,"Now, I'll make you really sorry!",3,來吧！由我來懲罰你！
22,30EF0C1A,24,2,あはははははは！！まだ！まだ！まだ！まだっー！！,2,Ah ha ha ha ha!! More! More! More! More!!,2,啊哈哈哈哈哈哈！！再來！再來！再來！再來——！！
23,30FA1553,75,1,ア゛ア゛ア゛ア゛…,1,AAAAAH...,1,啊啊啊啊……
24,341ADC27,31,2,しかと見よ！正義の一撃！これにあり！,2,Behold! Justice's might! It draws near!,2,看好了！這就是正義的一擊！
25,358EEB27,64,1,喰らえっ！我が武の全てをっ！,1,Take this! With all of my strength!,1,接招吧！此乃鄙人之武道！
26,38909B60,56,1,もらったっーーー！！,1,Got ya!!,1,拿下了——！！
27,38C8A672,3,2,ふぅ……まぁ、こんなものか……！,2,Hmph... guess that settled it...!,2,呼……差不多就這樣吧……！
28,3904AC60,6,2,わたくしの……全てをぶつけるっ！！,2,I'll give it my all!!,2,拼盡全部力量！！
29,3C654B5D,48,1,御免っ！！！,1,Sorry!!!,1,來世再見吧！！！
30,3DF17C5D,15,2,"天に秘術あり…
我に啓あり…",2,"Secrets of heaven...
Lie within me...",2,"天握秘術
吾有良策"
31,4A915083,22,4,んふふっ…！,4,Hehe...!,4,呵呵……！
32,500EB5AC,23,3,ゴッツイのいっくでぇー！！,3,Get ready for a BIG one!!,3,來一記大招！！
33,5EC24CB2,78,1,斬られたいのはどいつだい？,1,"So, who wants to taste my blade first?",1,是誰想要被砍啊？
34,648BB94A,77,1,我が弓からは逃れられんぞ！,1,There's no escaping my arrows!,1,別想從我的箭下逃脫！
35,6F70FA5E,45,4,かわせるかい？,4,Think you can handle this?,4,你躲得開嗎？
36,7605EFCC,36,0,んあぁ～……ズズッ,0,*sniff*,0,嗯啊～吸……
37,77C785FB,37,0,んなぁ！？,0,WAAAH!?,0,啊啊！？
38,7E420152,61,4,参るっ！！,4,Brace yourself!!,4,出陣！
39,863EDE5E,35,1,……ん？は、はっはくしょん！,1,...Hm? Ah... ACHOO!,1,……嗯？啊、阿嚏！
40,8828477C,14,3,相転移法,3,Phase Transition,3,相變之法
41,9133763D,16,1,これが学問の真髄なのです,1,This is what a scholar can do.,1,此為學問真髓
42,98136699,59,2,覚悟はよいか？,2,Are you ready?,2,做好覺悟了嗎？
43,986BCA16,49,5,これで決めるでおじゃーっ！,5,I shall end it with this!,5,用這招決勝負！
44,993BE4FF,43,2,故にヒトは天(あめ)におわす神君(しんくん)と共あり  ,2,"Therefore, the gods are always with us.",2,故人與天上之神君同在，
45,A1C1F7C8,2,3,はぁっ！！,3,Hya!,3,哈！！
46,AA25041B,57,4,ムネチカ、参る！,4,"Prepare yourself#@－－#it is I, Munechika!",4,宗近出陣！
47,B216B73C,40,5,一切衆生の罪穢れを,5,Give the blessing of purity,5,請您為眾生
48,B8DAC689,0,5,そろそろ本気を出すか！,5,It's time to get serious!,5,差不多也該認真了吧！
49,BB390EAF,28,2,本気でいきます！！,2,I will not hold back!!,2,要認真上了！！
50,C2C38658,26,4,さぁ、退場のお時間です…,4,I do believe it's time to leave...,4,那麼，差不多該請你退場了……
51,C51187AA,39,6,根源の御使いよ,6,Emissary of the origin...,6,根源之使者啊，
52,C6365665,17,3,ここは任せて下さいっ！,3,Leave this to me!,3,這裡就請交給我吧！
53,C769D1BB,13,4,連環,4,Chain Link,4,連環
54,CB282622,8,3,ココポ、いけるよね？,3,"Cocopo, we've got this right?",3,可可啵，你可以吧？
55,D2331763,9,2,もう、逃げません…！,2,You can't escape...!,2,我不會再逃避了……！
56,D752F05E,60,1,砕け散れっ！これが我が力っ！,1,Behold my power!,1,粉碎吧！這就是在下的力量！
57,DBCDAE50,76,1,グォォォォォォン！,1,GRAAAAAH!,1,嗷嗚——！
58,DBD8B719,27,3,この太刀筋、捉えきれますか？,3,Can you perceive the greatness of my swordsmanship?,3,你能看清我的刀法嗎?
59,DC0AB6EB,38,7,"力を、
解放します",7,"We unleash...
our power!",7,"解放
力量。"
60,DE72E0FA,12,5,八卦,5,Bagua,5,八卦
61,DF2D6724,18,2,もう恐れない！これで終わらせます…！,2,I'm not afraid anymore! I'll end it here...!,2,我不會再膽怯了！就用這招定勝負……！
62,DF387E6D,74,1,ギシャアアアアッ！！,1,GYAAAA!,1,嘰嚇——！
63,E19142E1,50,4,とっておきを見せるでおじゃるっ！,4,I shall show thee mine best!,4,讓你見識一下麻呂的絕招！
64,E2A38A67,73,1,コノ力、味ワウガヨイ,1,TASTE MY POWER!,1,嘗嘗這股力量吧。
65,E4DE5464,51,3,まいてまいて…、爆発するで、おじゃ！,3,Thus... Thou shall explode!,3,散佈吧……爆炸吧！
66,E56492DC,58,3,これより先、死地と覚悟せよ！！,3,I do hope you are prepared to die here!,3,接下來，請做好赴死的覺悟吧！！
67,EE3CD469,42,3,全ては天(あめ)が下の影のごとし,3,All is as a shadow under heaven.,3,萬物皆為天之影，
68,EF68D2B3,33,0,にひっ～,0,Hee hee...,0,嘻嘻～
69,F0F5E4DA,29,1,その首！貰い受けます！！,1,I'll have your head!!,1,你的腦袋！我收下了！！
70,F139EEC8,34,2,決めるっ！！,2,This is it!!,2,最後一招！！
71,F40034E7,19,1,ここだっ！！つらぬけっー！！！！,1,This is it!! Make it through!!!,1,就是這裡！！貫穿敵人——！！！！
72,F5811AAE,67,1,このデコポンポ様が直々に相手をしてやるにゃも！,1,"I, the great Dekopompo, will take you on!",1,就由本凸砰砰大人親自來對付你喵姆！
73,F88A73A0,53,1,火神（ヒムカミ）よ…。マロに力をっ…！,1,Himukami... Grant unto me thy strength...!,1,火神啊……請賜予麻呂力量……！
74,F89F6AE9,69,1,死んでもしりませんぜ？,1,Don't complain if you die!,1,丟了小命我也不負責喔?
75,F91E44A0,10,1,お願い！当たって下さーい！,1,Please! Find your mark!,1,拜託了！請一定要擊中！
76,FC6ABAD4,71,1,貴様の覚悟、見せてもらおう,1,Show me what you've got!,1,就讓我看看你的覺悟吧。
77,FDEB949D,4,1,"よっ……と。
ふっ、ちょっとやりすぎたか？",1,"And... done.
Hm, did I go too far?",1,"嘿……咻。
哼，是不是有點做過頭了啊？"
78,FF83DB7C,52,2,おじゃぁぁー！,2,YAAAAAAHHH!,2,呀！
79,5B704C68,79,0,コピー元シート,0,,0,
80,0079A8F3,327,16,自由任務（オンライン）24,16,,16,
81,01432BFD,212,3,特殊撃破,3,,3,
82,02FAD2BF,281,22,"隠密
食蟲大作戦",22,,22,
83,062EEFE4,208,7,登場,7,,7,
84,07146CEA,323,20,"最終階層
天上天下

ボス：
ヴライLv.19
ミカヅチLv.19
クロウLv.18
ノスリLv.18
偉丈夫Lv.18",20,,20,
85,085597BA,167,3,彩度:%.2f,3,,3,
86,0871166A,240,5,"トゥスクル遠征

ボス：
クロウLv.2

おすすめ：土の陣",5,,5,
87,08E9E348,252,11,剣奴,11,,11,
88,09CFE4D8,331,12,自由任務（オンライン）28,12,,12,
89,0A2BA4B7,99,1,ベロシティマップ(速度ベクトルマップ),1,,1,
90,0B4C9E94,277,26,"忍
ヤマト御前試合",26,,26,
91,0B74962D,199,6,1フレームに対する時間比:%.2f,6,,6,
92,0C195234,203,2,基準となるサンプルピクセル間隔:%.2f,2,,2,
93,0C215A8D,273,30,"忍
祟神の遺跡",30,,30,
94,0E0895A2,117,2,F値指定による自動調整,2,,2,
95,0F1CD273,244,1,遺志を継ぐもの,1,,1,
96,0F3853A3,163,7,強さ:%.2f,7,,7,
97,0F842751,248,15,最初の任務,15,,15,
98,10D4D599,341,2,自由任務（オンライン）38,2,,2,
99,116A272B,230,15,ADV,15,,15,
100,11F2D209,262,1,-,1,,1,
101,1257AFD5,267,36,"お手伝い
モズヌ一派掃討作戦",36,,36,
102,1282B264,154,8,%s,8,,8,
103,153A6BCC,263,40,"お手伝い
薬草を求めて",40,,40,
104,15EF767D,158,4,コントラスト:%.2f,4,,4,
105,1607E332,234,11,"悪徳の栄え

ボス：
モズヌLv.4",11,,11,
106,169F1610,258,5,影,5,,5,
107,18F40672,218,7,カラバリ衣装03(Cos00_03),7,,7,
108,196299B2,337,6,自由任務（オンライン）34,6,,6,
109,19D6B490,96,1,対角線,1,,1,
110,1A024953,102,7,円形（なめらか）,7,,7,
111,1BE1E3FE,271,32,"見習い
隠された美酒",32,,32,
112,1D6F8D4A,106,3,絞り／収差シミュレーションによるボケ味表現（強）,3,,3,
113,1E0F5DAB,333,10,自由任務（オンライン）30,10,,10,
114,1F99C26B,222,3,追加衣装03( Cos03_00 ),3,,3,
115,2061CD57,287,16,"草の者
帝の居ぬ間に詮索

ボス：
デコポンポLv.14
ボコイナンテLv.14",16,,16,
116,20B78377,126,6,線形マッピング（LDRクランプ）,6,,6,
117,2114C1A0,84,10,安価なレンズ,10,,10,
118,22D255DB,354,3,ウコン,3,,3,
119,22E2B71B,321,22,"第四階層
名も無き戦士たち",22,,22,
120,230D480A,139,2,輝度レンジのスケール:%.2f,2,,2,
121,24608C13,135,6,グレア結果のブラーパワー？:%.4f,6,,6,
122,25A9CDCB,185,12,ファー:%.2f,12,,12,
123,267905B9,80,14,オフ,14,,14,
124,270C094E,283,20,"草の者
呻きの墓標",20,,20,
125,27DA476E,130,2,対数空間のトーンマップ関数,2,,2,
126,27F66933,122,2,自動生成（一部手動）,2,,2,
127,28A28D8B,88,6,スノークロス,6,,6,
128,28CB8F90,148,3,ベーススケール:%.2f,3,,3,
129,29D7817C,291,12,"草の者
灼熱の武人

ボス：
ヴライLv.14",12,,12,
130,2B54FB30,317,26,"第参階層
蟲使いの夜

ボス：
ボロギギリLv.17
ボロギギリLv.17",26,,26,
131,2B7245F9,177,20,被写界深度:%s,20,,20,
132,2C1F81E0,181,16,絞り表現:%s,16,,16,
133,2C393F29,313,30,"第参階層
霧の中の斧双

ボス：
モズヌLv.17
モズヌLv.17",30,,30,
134,2FA64B89,144,7,最少視野角:%.2f,7,,7,
135,301DE476,171,6,Auto:%s,6,,6,
136,30CCB03D,301,2,自由任務（オフライン）38,2,,2,
137,324FCA71,307,36,"第壱階層
野望の砦

ボス：
ノスリLv.15",36,,36,
138,326974B8,187,10,F値:%.03f,10,,10,
139,3504B0A1,191,6,アナモルフィックレンズボケ:%s,6,,6,
140,3512ECA8,352,5,ヤクトワルト,5,,5,
141,35220E68,303,40,"第壱階層
山賊の山籠り

ボス：
モズヌLv.15",40,,40,
142,3770206F,175,2,自動調整の明るさ目標:%.2f,2,,2,
143,395A2963,109,6,収差非補正タイプ,6,,6,
144,397AFC16,297,6,自由任務（オフライン）34,6,,6,
145,3BC9649A,344,13,クオン,13,,13,
146,3BF9865A,311,32,"第弐階層
狂刃決戦

ボス：
クロウLv.16",32,,32,
147,3CA4A083,348,9,アトゥイ,9,,9,
148,3CB2FC8A,195,2,  輝度スケール:%.2f,2,,2,
149,3E17380F,293,10,"自由任務　任務名030

ボス：
ミカヅチLv.14",10,,10,
150,3E37ED7A,113,2,アポクロマート（高性能色消し）レンズ,2,,2,
151,3F6234F8,90,4,サニークロス,4,,4,
152,407710F9,174,3,タイプ:%s,3,,3,
153,42038037,192,5,  フォーカスずれの強さ:%.2f,5,,5,
154,4215DC3E,351,6,ウルゥル・サラァナ,6,,6,
155,42253EFE,304,39,"第壱階層
新たな野望",39,,39,
156,43D4E041,205,0,○,0,,0,
157,4548FAE7,308,35,"第弐階層
叛逆の雪

ボス：
ガウンジ蒼Lv.16",35,,35,
158,456E442E,188,9,エアリーディスク絞りボケ:%s,9,,9,
159,471AD4E0,170,7,%s,7,,7,
160,47CB80AB,302,1,自由任務（オフライン）39,1,,1,
161,4865046E,91,3,サニークロス（分散：強）,3,,3,
162,49100899,294,9,自由任務　任務名031,9,,9,
163,4930DDEC,114,1,中央から周辺に向かって減衰する特殊レンズ,1,,1,
164,4BA39015,347,10,キウル,10,,10,
165,4BB5CC1C,196,1,  長さ:%.2f,1,,1,
166,4CCE540C,343,14,ハク,14,,14,
167,4CFEB6CC,312,31,"第弐階層
怒りの森",31,,31,
168,4E5D19F5,110,5,非球面レンズによる補正タイプ,5,,5,
169,4E7DCC80,298,5,自由任務（オフライン）35,5,,5,
170,500B39D8,284,19,"草の者
凶蟲の森

ボス：
ボロギギリLv.14",19,,19,
171,50DD77F8,131,1,彩度保持型対数空間のトーンマップ関数,1,,1,
172,50F159A5,121,3,自動生成,3,,3,
173,517E352F,81,13,ブルーム,13,,13,
174,52AEFD5D,186,11,Diameter:%.02f,11,,11,
175,5367BC85,134,7,高輝度抽出の閾値:%.4f,7,,7,
176,540A789C,138,3,輝度に対するガンマ変換値:%.2f,3,,3,
177,55D5654D,353,4,マロロ,4,,4,
178,55E5878D,322,21,"第四階層
帝国との戦い

ボス：
ヴライLv.18
ミカヅチLv.18
ヴライ（通常）Lv.18",21,,21,
179,5613F136,85,9,残像の強いタイプ,9,,9,
180,5766FDC1,288,15,"草の者
偽りの共闘

ボス：
モズヌLv.14
ノスリLv.14",15,,15,
181,57B0B3E1,127,5,フィルムの簡易シミュレーション（推奨）,5,,5,
182,58A17B1F,143,8,境界角度:%.2f,8,,8,
183,5B18B176,182,15,画角表現:%s,15,,15,
184,5B3E0FBF,314,29,"第参階層
偽賊結成

ボス：
ノスリLv.17
偉丈夫Lv.17",29,,29,
185,5C53CBA6,318,25,"第四階層
二軍の意地

ボス：
モズヌLv.18
ボコイナンテLv.18
デコポンポLv.19
",25,,25,
186,5C75756F,178,19,オートフォーカス:%s,19,,19,
187,5ED0B1EA,292,11,"草の者
神火の果てに

ボス：
ヴライ（通常）Lv.14",11,,11,
188,5FA5BD1D,89,5,スノークロス（分散：強）,5,,5,
189,5FCCBF06,147,4,視野タイプ:%s,4,,4,
190,6100D3A4,233,12,"禁じられた火遊び

ボス：
ノスリLv.2",12,,12,
191,61609EE1,153,1,効果無効距離:%.2f,1,,1,
192,61982686,257,6,侍大将,6,,6,
193,623D5B5A,264,39,"お手伝い
クジュウリ犯科帳",39,,39,
194,62E846EB,159,3,セピア:%.2f,3,,3,
195,65509F43,268,35,"見習い
悪の巣窟

ボス：
モズヌ（主目標）Lv.31
モズヌ（副目標1）Lv.11
モズヌ（副目標2）Lv.11",35,,35,
196,658582F2,155,7,色相:%.2f,7,,7,
197,666D17BD,229,16,ADV,16,,16,
198,66F5E29F,261,2,-,2,,2,
199,67D3E50F,342,1,自由任務（オンライン）39,1,,1,
200,689EF2FD,221,4,追加衣装02( Cos02_00 ),4,,4,
201,69086D3D,334,9,自由任務（オンライン）31,9,,9,
202,6A68BDDC,107,2,絞り／収差シミュレーションによるボケ味表現（L1）,2,,2,
203,6CE6D368,272,31,"見習い
決起する凶竜",31,,31,
204,6D0579C5,103,6,正方形,6,,6,
205,6E65A924,338,5,自由任務（オンライン）35,5,,5,
206,6FF336E4,217,8,カラバリ衣装02(Cos00_02),8,,8,
207,70135C7C,324,19,夢幻演武　任務名021,19,,19,
208,7129DF72,209,6,気力解放,6,,6,
209,75FDE229,282,21,"隠密
戦狂いの夜",21,,21,
210,76441B6B,213,2,差分奥義,2,,2,
211,777E9865,328,15,自由任務（オンライン）25,15,,15,
212,781BE2E5,243,2,"覇者たるもの

ボス：
ヴライLv.2

●無頼
ボス：
ヴライ（通常）Lv.2",2,,2,
213,783F6335,162,8,%s,8,,8,
214,788317C7,247,16,賊と賊,16,,16,
215,790FA534,118,1,絞り口径指定による自動調整,1,,1,
216,7B1E62A2,204,1,ベロシティソース:%s,1,,1,
217,7B266A1B,274,29,"忍
偽りの名を騙るもの",29,,29,
218,7C4BAE02,278,25,"隠密
剣豪の頼み

ボス：
偉丈夫（主目標）Lv.13
偉丈夫（副目標1）Lv.33",25,,25,
219,7C73A6BB,200,5,最大の長さ:%.2f,5,,5,
220,7EC8D44E,332,11,自由任務（オンライン）29,11,,11,
221,7F52A72C,166,4,色相:%.2f,4,,4,
222,7F7626FC,239,6,"記憶の残照

ボス：
タタリウンカミLv.2",6,,6,
223,7FEED3DE,251,12,闘蟲事件簿,12,,12,
224,806BC808,340,3,自由任務（オンライン）37,3,,3,
225,80DFE52A,95,2,水平,2,,2,
226,81FD57C8,215,10,デフォルト衣装,10,,10,
227,830B18E9,101,8,円形,8,,8,
228,8466DCF0,105,4,六角形（クオリティ：高）,4,,4,
229,869093D1,219,6,カラバリ衣装04(Cos00_04),6,,6,
230,86B8FEA3,235,10,"闘蟲事件簿

ボス：
デコポンポLv.2
ボコイナンテLv.2
ボロギギリLv.4",10,,10,
231,87060C11,336,7,自由任務（オンライン）33,7,,7,
232,88637691,227,18,"雪国の出会い

●巫蠱重来
ボス：
ボロギギリLv.1",18,,18,
233,88FB83B3,259,4,覇者たるもの,4,,4,
234,8B5EFE6F,270,33,"見習い
蛮族の工作",33,,33,
235,8B8BE3DE,157,5,明度:%.2f,5,,5,
236,8C333A76,266,37,"お手伝い
ノスリ旅団大特訓",37,,37,
237,8CE627C7,161,1,ホワイトバランス:%.2f,1,,1,
238,8F0EB288,231,14,"最初の任務

ボス：
モズヌLv.3",14,,14,
239,8F26DFFA,223,2,追加衣装04( Cos04_00 ),2,,2,
240,8F6EFFCD,151,3,%s,3,,3,
241,8F9647AA,255,8,記憶の残照,8,,8,
242,915CC600,168,2,コントラスト:%.2f,2,,2,
243,917847D0,237,8,仮面の将,8,,8,
244,91E0B2F2,249,14,禁じられた火遊び,14,,14,
245,9245CF2E,280,23,"隠密
矢刃の組手",23,,23,
246,927DC797,198,7,タイプ:%s,7,,7,
247,9322F50D,98,2,カメラの回転／透視変化（ズーム）,2,,2,
248,9510038E,202,3,最大回帰数:%d,3,,3,
249,95280B37,276,27,"忍
亡国の密偵",27,,27,
250,961583C9,241,4,侍大将,4,,4,
251,96310219,164,6,回転:%.2f,6,,6,
252,968D76EB,245,18,害蟲駆除,18,,18,
253,9701C418,116,3,絞り口径の直径指定,3,,3,
254,984A7A47,211,4,奥義,4,,4,
255,9856FED9,253,10,仮面の将,10,,10,
256,9970F949,330,13,自由任務（オンライン）27,13,,13,
257,9E1D3D50,326,17,自由任務（オンライン）23,17,,17,
258,9F27BE5E,207,8,スタート（仮）,8,,8,
259,A05378D9,112,3,アクロマート（色消し）レンズ2,3,,3,
260,A073ADAC,300,3,自由任務（オフライン）37,3,,3,
261,A2C03520,345,12,ルルティエ,12,,12,
262,A5ADF139,349,8,オウギ,8,,8,
263,A66B6542,93,1,垂直フレア,1,,1,
264,A71E69B5,296,7,自由任務（オフライン）33,7,,7,
265,A914B5CC,172,5,露出:%.2f,5,,5,
266,AB469BCB,310,33,"第弐階層
陽炎の進軍

ボス：
偉丈夫Lv.16",33,,33,
267,AB602502,190,7,  ボケの分散を抑える:%s,7,,7,
268,AC0DE11B,194,3,  輝度:%.2f,3,,3,
269,AC2B5FD2,306,37,"第壱階層
厄災の闘技場

ボス：
タタリウンカミLv.15
偉丈夫Lv.15",37,,37,
270,AE7971D5,176,1,フィルムのコントラスト:%.2f,1,,1,
271,B180A583,226,0,<rep R3>で非表示,0,,0,
272,B1C2DE2A,145,6,最大視野角:%.2f,6,,6,
273,B25DAA8A,320,23,"第四階層
巨獣の檻

ボス：
タタリウンカミLv.19
タタリウンカミLv.19
ボロギギリLv.19",23,,23,
274,B27B1443,180,17,絞り形状:%s,17,,17,
275,B3B2559B,140,1,スターフィルタのサンプリング閾値:%.3f,1,,1,
276,B516D05A,184,13,ニア:%.2f,13,,13,
277,B5306E93,316,27,"第参階層
成れの果て

ボス：
タタリウンカミLv.17",27,,27,
278,B6AF1A33,141,10,%s,10,,10,
279,B81D901A,87,7,クロススクリーン（分散：強）,7,,7,
280,B8749201,149,2,エッジの丸み:%.2f,2,,2,
281,B9689CED,290,13,"草の者
狂刃と踊れ

ボス：
クロウLv.14",13,,13,
282,B992FC90,123,1,手動生成,1,,1,
283,B9BED2CD,125,7,線形マッピング,7,,7,
284,BA0419B0,136,5,グレア発生閾値の空間:%s,5,,5,
285,BBDB0461,355,2,ムネチカ,2,,2,
286,BD69DDA9,132,9,グレア形状:%s,9,,9,
287,BE0558F4,286,17,"草の者
復活の狼煙

ボス：
ガウンジ蒼Lv.14",17,,17,
288,BED316D4,129,3,彩度保持型ラインハルトのトーンマップ関数,3,,3,
289,BEFF3889,119,5,AUTO,5,,5,
290,BF705403,83,11,スタンダード,11,,11,
291,C1A82AA5,142,9,ディストーションの強さ:%.2f,9,,9,
292,C211E0CC,183,14,フォーカス値:%.2f,14,,14,
293,C2375E05,315,28,"第参階層
雇われの剣士

ボス：
デコポンポLv.17",28,,28,
294,C55A9A1C,319,24,"第四階層
決別の暗雲

ボス：
デコポンポLv.18
ガウンジ蒼Lv.18
ボコイナンテLv.19",24,,24,
295,C57C24D5,179,18,目標フォーカス値:%.2f,18,,18,
296,C6C5EEBC,146,5,針山角度:%.2f,5,,5,
297,C8776495,82,12,レンズフレア,12,,12,
298,C9026862,285,18,"草の者
凍土の祟神

ボス：
タタリウンカミLv.14
ボロギギリLv.14",18,,18,
299,C9D42642,128,4,ラインハルトのトーンマップ関数,4,,4,
300,C9F8081F,120,4,?,4,,4,
301,CA6EED3F,133,8,輝度:%.4f,8,,8,
302,CCDC34F7,356,1,オシュトル,1,,1,
303,CD032926,137,4,ブルームレベル:%d,4,,4,
304,CE6FAC7B,289,14,"草の者
亡国の剣聖

ボス：
偉丈夫Lv.14",14,,14,
305,CEB9E25B,124,8,AUTO,8,,8,
306,CF1AA08C,86,8,クロススクリーン,8,,8,
307,CF73A297,150,1,エッジのなめらかさ:%.2f,1,,1,
308,D0195923,295,8,自由任務（オフライン）32,8,,8,
309,D16C55D4,92,2,水平フレア,2,,2,
310,D2AAC1AF,350,7,ノスリ,7,,7,
311,D5C705B6,346,11,ネコネ,11,,11,
312,D754484F,111,4,アクロマート（色消し）レンズ,4,,4,
313,D7749D3A,299,4,自由任務（オフライン）36,4,,4,
314,DB0AD18D,193,4,アナモルフィックレンズフレア:%s,4,,4,
315,DB2C6F44,305,38,"第壱階層
蟲と剣

ボス：
ボロギギリLv.15",38,,38,
316,DC41AB5D,309,34,"第弐階層
凸凹の挑戦状

ボス：
デコポンポLv.16
ボコイナンテLv.16",34,,34,
317,DC671594,189,8,  ボケの強さ:%.2f,8,,8,
318,DE13855A,173,4,ガンマ:%.2f,4,,4,
319,DFFC6A8C,225,0,※テストプレイ用情報※,0,,0,
320,E006F48E,115,4,F値指定,4,,4,
321,E112B35F,242,3,影,3,,3,
322,E136328F,165,5,スケール:%.2f,5,,5,
323,E18A467D,246,17,伏蟲重来,17,,17,
324,E2173318,201,4,1パス毎の基準サンプル数:%d,4,,4,
325,E22F3BA1,275,28,"忍
北方の強者",28,,28,
326,E425C59B,97,3,カメラの回転移動,3,,3,
327,E542FFB8,279,24,"隠密
悪の検非違使",24,,24,
328,E57AF701,197,8,%s,8,,8,
329,E65BF696,169,1,明度:%.2f,1,,1,
330,E67F7746,238,7,侍うもの,7,,7,
331,E6E78264,250,13,悪徳の栄え,13,,13,
332,E6FB06FA,214,1,背景カメラストリーム,1,,1,
333,E8208EC8,206,9,なし,9,,9,
334,E91A0DC6,325,18,自由任務（オンライン）22,18,,18,
335,EE77C9DF,329,14,自由任務（オンライン）26,14,,14,
336,EF4D4AD1,210,5,クリア（仮）,5,,5,
337,EF51CE4F,254,9,侍うもの,9,,9,
338,F0013C87,335,8,自由任務（オンライン）32,8,,8,
339,F197A347,220,5,追加衣装01( Cos01_00 ),5,,5,
340,F1BFCE35,236,9,"囚われるもの

ボス：
偉丈夫Lv.2",9,,9,
341,F361EC66,104,5,六角形,5,,5,
342,F40C287F,100,9,AUTO,9,,9,
343,F6FA675E,216,9,カラバリ衣装01(Cos00_01),9,,9,
344,F76CF89E,339,4,自由任務（オンライン）36,4,,4,
345,F7D8D5BC,94,3,垂直,3,,3,
346,F809821E,232,13,ADV,13,,13,
347,F821EF6C,224,1,追加衣装05( Cos05_00 ),1,,1,
348,F869CF5B,152,2,効果減衰開始距離:%.2f,2,,2,
349,F891773C,256,7,トゥスクル遠征,7,,7,
350,FAD7A04D,108,1,絞り／収差シミュレーションによるボケ味表現（L2）,1,,1,
351,FB340AE0,265,38,"お手伝い
オルケ大脱走",38,,38,
352,FBE11751,160,2,色温度:%.2f,2,,2,
353,FC59CEF9,269,34,"見習い
霧の谷の蛮族",34,,34,
354,FC8CD348,156,6,彩度:%.2f,6,,6,
355,FF644607,228,17,"賊と賊

ボス：
モズヌLv.2
ドロップ無し",17,,17,
356,FFFCB325,260,3,無頼,3,,3,
357,006CBCB9,543,164,レコーディングスタジオ,164,Recording Studio,164,Recording Studio
358,008B0494,516,11,レコーディングエンジニア,11,Recording Engineer,11,Recording Engineer
359,00EF6851,890,13,Iljun Kang,13,Iljun Kang,13,Iljun Kang
360,01496EA3,419,93,甘露樹,93,Tatsuki Amaduyu,93,Tatsuki Amaduyu
361,01CE2740,787,37,DESIGN DIRECTOR,37,DESIGN DIRECTOR,37,DESIGN DIRECTOR
362,022A02E0,642,65,中上和英,65,Kazuhide Nakagami,65,Kazuhide Nakagami
363,02CDBACD,617,90,編曲：豆田将,90,Arranger: Susumu Mameda,90,Arranger: Susumu Mameda
364,02E31967,743,2,アクアプラス,2,AQUAPLUS,2,AQUAPLUS
