section,index,id_hex,slot,ja,kr
0,41,A03E28CB,text1,\xAF手慣れた手付きで傷口に軟膏を塗りつけ、布で巻き付けていく。,
0,42,6B62FB6E,text4,\xAFオンに差し出す。,
0,43,EDF689C0,text3,いよ。それはまだ、ハクが持ってて,
0,44,21C79E7C,text1,\xBFだろうし、もう少しハクに預けておくね,
0,45,D7FCE8B0,text1,\x81\x84いのか？　大切な物なんだろう,
0,46,F2AE5A39,text3,\x81\xA3ても大切なものかな。とっても、とってもね……,
0,47,F965904A,text3,\x92何でまた……,
0,48,355487F6,text1,ん。貸すだけだから、何時かちゃんと返してもらうから,
0,49,5DCE9474,text1,\xAE\xBF、マロの呪法を見てくれたでおじゃるか！？,
0,50,DF531E9F,text1,\xB1したせいか、妙に懐かれたな。この男に別に<含:ふく>むものは無いが、こうも纏わり付かれると少々うっとうしい,
0,51,FC9047FF,text1,\x81\x93うも纏わり付かれると少々うっとうしい,
0,52,AEC5C5E0,text1,不安がってたが、大したこと無かったろ？,
0,53,2851B74E,text3,\x81\x9C、ついコッチまで不安になっちまったじゃねぇか,
0,54,80E5B59E,text1,や、あれは……何て言うか、勘違いというかな,
0,55,A5B70717,text3,前に、アレよりもっともっとデカイ奴に襲われたんだ。まぁ、その時は間一髪で助かったが,
0,56,CD2D1495,text1,に、アレよりもっともっとデカイ奴に襲われたんだ。まぁ、その時は間一髪で助かったが,
0,57,0671C730,text1,\x82\x8Fれたんだ。まぁ、その時は間一髪で助かったが,
0,58,F57A96A4,text1,\x93一髪で助かったが,
0,59,3E264501,text1,\x81\xAAヤツ等だと知ってたら、ここまで慎重にはならかった#@－－#,
0,60,B8B237AF,text1,\x82\x93？　何か急に空気が変わった？,
0,61,3A2FBD44,text1,\x82、ああ、同じような外見でもっと巨大なヤツだが……,
0,62,6B8424D0,text1,な外見でもっと巨大なヤツだが……,
0,63,6CB637F3,text1,が甲羅の様に硬そうじゃなかったか？,
0,64,3EE3B5EC,text1,\xAA？　うん、いかにも硬そうに見えたな,
0,65,2692BE2A,text1,そうに見えたな,
0,66,40A97713,text1,\xA6\x8Bえたな,
0,67,EDCE6D8F,text3,\x80\x80だとしたらヤベエぞ#@－－#,
0,68,59B24652,text1,\x81\xA0としたらヤベエぞ#@－－#,
0,70,F2534E9B,text3,"\x81\xA8だった。
藪の中から巨大な何かが飛び出し、
近くにいた男の前で巨大な<鋏:ハサミ>のようなモノが交差する。",
0,71,0FE8E1D4,text1,"\x81\xA0った。
藪の中から巨大な何かが飛び出し、
近くにいた男の前で巨大な<鋏:ハサミ>のようなモノが交差する。",
0,72,390F9D3E,text1,\x83\x9F>のようなモノが交差する。,
0,73,BD03FC3C,text1,\xB7\xAEする。,
0,78,CAC13C47,text3,\x8B間も無く、ナニカが宙に舞い上がった。,
0,79,9894BE58,text1,\x93も無く、ナニカが宙に舞い上がった。,
0,83,91EED619,text3,\x81\x81ぁぁぁぁぁぁぁぁぁぁぁぁッ！！,
0,84,3DDE8356,text1,\x81\x81ぁぁぁぁぁぁぁぁぁぁぁッ！！,
0,86,47B73504,text1,うわっ、小さいのも来るぞ！！,
0,87,BA469F99,text1,\x81\x84のも来るぞ！！,
0,90,735D7FA6,text3,斉にかかるぞ！！,
0,91,0A7F940F,text1,にかかるぞ！！,
0,94,A97CA4C5,text3,武器を取る。,
0,95,B10DAF03,text1,器を取る。,
0,97,FCC50E08,text3,"\x8D#、
辺りから次から次へとギギリが這いでてきた。",
0,98,AE908C17,text1,"\x80\x81
辺りから次から次へとギギリが這いでてきた。",
0,100,78C96F0A,text3,気をつけろ、コイツ等#@－－#ガァァァッ！？,
0,101,67544C1E,text1,をつけろ、コイツ等#@－－#ガァァァッ！？,
0,102,3501CE01,text3,"皆:みんな>が武器を構える余裕もなく、
追い回され、襲われていく。",
0,103,5A33E977,text1,":みんな>が武器を構える余裕もなく、
追い回され、襲われていく。",
0,104,9602FECB,text1,\x81\x84く。,
0,107,D76C51AA,text3,った。ハクが言ってたのはアレだったんだ……,
0,108,416B1D24,text1,た。ハクが言ってたのはアレだったんだ……,
0,112,2467003E,text3,\x81\xAEか？,
0,114,69AFA135,text4,"テメェ等、一旦退くぞっ！！
まだ無事な奴は、動けない奴を担いで逃げろ！！
今すぐにだ！！",
0,115,98F913E0,text1,"\x86メェ等、一旦退くぞっ！！
まだ無事な奴は、動けない奴を担いで逃げろ！！
今すぐにだ！！",
0,116,53A5C045,text1,"\xAF、動けない奴を担いで逃げろ！！
今すぐにだ！！",
0,119,711B5A1E,text3,とも何してる、早く逃げろ！,
0,120,5449E897,text1,も何してる、早く逃げろ！,
0,124,CFD8AA81,text3,\x80\xA6………なっ！？　オイ、なに人の足にしがみついてんだ！！,
0,125,D0807978,text1,\x80\xA6……なっ！？　オイ、なに人の足にしがみついてんだ！！,
0,126,F5D2CBF1,text1,\x97がみついてんだ！！,
0,128,2F049718,text4,\x8Fわわ……,
0,129,1731BAA2,text4,\x81\x84てるから動けないんだ！　いいから立て！,
0,130,0E2A8BE3,text1,おじゃる、置いてかないでほしいでおじゃるぅぅぅ！！,
0,131,093219CD,text3,\x82らら、囲まれちゃったかな,
0,132,65A1F20A,text4,\xA6というか、<私:わたくし>だけ逃げるなら、どうとでもなるかなって,
0,133,DF6BFAD0,text1,\xA7\x81:わたくし>だけ逃げるなら、どうとでもなるかなって,
0,134,B3F81117,text1,くし>だけなら,
0,135,DB620295,text3,\x82はは、大丈夫だよ。このくらいで見捨てるのなら、とっくに見限ってたってば,
0,136,2507D820,text3,ちっ、しょうがねぇ。気は進まねぇが……,
0,137,3C1CE961,text1,。ここは俺がなんとかするから、他の連中を率いて、できるだけ遠くに離れてくれ。,
0,138,59FF887E,text3,\xA0\xB4口を作るから、合図をしたら一瞬だけ耳を塞いで目を閉じて,
0,139,BB84F5AE,text1,の後は、全力で駆け抜けぬけること,
0,141,C43AD16C,text3,\x82\x83#@ーーー#ッ、目がっ、目が#@ーーー#っ！？,
0,142,45428B10,text1,\x81\xA3、目が#@ーーー#っ！？,
0,149,5847BBA8,text3,"\x82\x89がら逃げてきたハクたち。
安堵するも束の間、蟲を引き連れたボロギギリが、血の匂いをたどり追ってきた。",
0,150,AE7CCD64,text1,"クたち。
安堵するも束の間、蟲を引き連れたボロギギリが、血の匂いをたどり追ってきた。",
0,153,7856285C,text1,"\x80\x81蟲達を里まで誘き寄せてしまう。
それを防ぐには、何としてもここで食い止めねばならなかった。",
0,154,F9AF9EEB,text1,\xAD\xA2めねばならなかった。,
0,156,2FF67DF6,text3,"ウコンと分かれ、
怯えるマロロと共にボロギギリを待ち伏せする。",
0,157,E3C76A4A,text1,"コンと分かれ、
怯えるマロロと共にボロギギリを待ち伏せする。",
0,158,6.55E+09,text1,伏せする。,
0,161,0D0CFB8B,text3,、ハクが思いついたのは、自らを囮にした捨て身の撃退作戦だった。,
0,162,157DF04D,text1,ハクが思いついたのは、自らを囮にした捨て身の撃退作戦だった。,
0,163,47287252,text1,\x80\x80作戦だった。,
0,167,DCB93044,text3,\xA7おじゃるよ！？,
0,168,C3241350,text1,\x8Aじゃるよ！？,
0,170,6027239A,text3,\x89\x8Bく離れている。,
0,171,DC7CC0A9,text1,\x81\x8F離れている。,
0,177,858B7509,text3,リにぶちかませ。,
0,178,031F07A7,text1,にぶちかませ。,
0,181,6C2D20D1,text3,\xA0け釣り上げることが出来る。,
0,182,7331EF0E,text1,\x91釣り上げることが出来る。,
0,185,6CACCC1A,text3,"\x96に誰が居るんだ。
急げ、グズグズしてたら囮になった連中が喰われる羽目になる。",
1,0,1FC02918,text4,\x81\xA3た。,
1,1,34ED7ADB,text4,雑魚達と上手く離れている。,
1,3,62B7DD5D,text3,\xB6ちかませ。,
1,4,66E6B52A,text1,イツだけ釣り上げることが出来る。,
1,5,AAD7A296,text1,\x81\x8Cでおじゃるか？,
1,6,2C43D038,text1,"\x96に誰が居るんだ。
急げ、グズグズしてたら囮になった連中が喰われる羽目になる。",
1,7,E072C784,text4,"んなことをしたら、
マロに向かってくるのではおじゃらぬか！？",
1,10,B7D2922E,text4,分達がいる。,
1,11,7C8E418B,text3,\x9Bントに大丈夫でおじゃるか？,
1,13,468420FB,text4,て何を信じるというのでおじゃる。,
1,16,8D591F95,text1,らウコン達が何とかするだろ。,
1,17,41680829,text3,くらうでおじゃる、にょほぉ#@－－#んっ！！,
1,19,905C2F2D,text3,\xAF何とかならんのか？,
1,20,16C85D83,text1,\x81\xA0、来るか#@－－#,
1,22,2BAFF8EA,text4,\x82\x8A無理をせず引きつけてくれ。,
1,24,F179A403,text4,\xAAんて、しぶといでおじゃる,
1,25,3D48B3BF,text4,\xAF大丈夫なのか,
1,26,BBDCC111,text3,\x80\x81あんなのを連れて来るたぁ、大したネェちゃんだ,
1,27,708012B4,text4,、終わった……,
1,28,6D85220C,text3,"\x81\xA7おじゃるか！？
マロ達、死なないですむでおじゃるか！？",
1,30,99493A85,text1,\xA8う>しい。,
1,34,02D87893,text3,\x83る、マロ達はやったでおじゃるよ、ハク殿！,
1,35,508DFA8C,text1,\x8B、マロ達はやったでおじゃるよ、ハク殿！,
1,37,1D455B87,text3,たから離れてくれ……,
1,38,9B14D9C4,text1,から離れてくれ……,
1,39,BE466B4D,text4,"、帰ろっか。　戻ったら宴が待ってるから。
お酒にご馳走、あとはやっぱりお風呂もね。",
1,40,3F3E3131,text1,"\xB8\xB0ろっか。　戻ったら宴が待ってるから。
お酒にご馳走、あとはやっぱりお風呂もね。",
1,41,1A6C83B8,text1,"\x82\x89。
お酒にご馳走、あとはやっぱりお風呂もね。",
1,43,BEC78786,text4,\x80身創痍のみんなに生きてることを実感させた。,
1,45,689E649B,text1,\xA8:かちどき>へと変わっていった。,
2,0,586053C8,text3,\x8D\x8A刻ほども経っただろうか。,
2,1,734D000B,text1,"\x8Fぶつかり合うような音と、
大勢の男達のあげる<鬨:とき>の声が聞こえてきた。",
2,2,6A56314A,text3,\x81\xAAりの規模みたいだな。,
2,3,2517A78D,text1,\x80\x81命がいくつあっても足りん。,
2,4,3C0C96CC,text4,\x82\xA8を護ることになったことか,
2,5,1721C50F,text3,てすむんだ。こっちの方が断然マシというものだ,
2,6,0E3AF44E,text1,\x80\x81ウコン直々の頼みだからな。気兼ねすること無く、こうして高みの見物でいられる,
2,7,6800F0BE,text1,\x80\xA6…も、もちろん、ハク様も……,
2,8,432DA37D,text3,\x84ことを言ったか？,
2,9,5A36923C,text1,\x9A\x84にはウコン達に付いてきて良かったかもしれないな,
2,10,F2BB5527,text3,そうなった時、今みたいに無事に切り抜けられたかどうか判らんからな,
2,11,39E78682,text1,\x88\x87り抜けられたかどうか判らんからな,
2,12,BF73F42C,text1,\x80\x81あえて……って可能性もないではない,
2,13,0445D306,text1,\x81\xA7おじゃるよ,
2,14,692A1731,text1,\x81\xACおっ！？,
2,15,D21C301B,text1,\x83\x9Eロ達とハク殿は、一蓮托生の仲でおじゃるよ,
2,16,24E2B63A,text1,\x8Fク殿は、一蓮托生の仲でおじゃるよ,
2,17,EFBE659F,text3,ン達と一緒に行ったんじゃ？,
2,18,1EE8D74A,text1,達と一緒に行ったんじゃ？,
2,19,A5DEF060,text3,\x83\xB3殿に頼んでここに残してもらったでおじゃるよ,
2,20,54CC5E93,text1,\xAE\xBFに頼んでここに残してもらったでおじゃるよ,
2,21,9F908D36,text1,マロロの呪術は頼りになる。,
2,22,1904FF98,text1,いてくれるのは心強い。心強いはずなのだが……,
2,23,D2582C3D,text3,\xA3青になってガタガタ震えていたな。いや、実際青くなっていたかどうかは化粧でわからないが,
2,24,CF5D1C85,text1,\x92になってガタガタ震えていたな。いや、実際青くなっていたかどうかは化粧でわからないが,
2,25,0401CF20,text1,たかどうかは化粧でわからないが,
2,26,F2FF4901,text1,\x84いから、マロにもこのことを話して欲しかったでおじゃる。何だが信頼されていないみたいで悲しいでおじゃるよ,
2,27,39A39AA4,text1,ことを話して欲しかったでおじゃる。何だが信頼されていないみたいで悲しいでおじゃるよ,
2,28,B89FDCFE,text1,\x81\x9Fいで悲しいでおじゃるよ,
2,29,73C30F5B,text3,ここで待機して、ウコン達が帰ってくるのを待つだけだ,
2,30,154EB081,text1,こで待機して、ウコン達が帰ってくるのを待つだけだ,
2,31,AE7897AB,text1,\x81\x91だ,
2,32,28ECE505,text3,　あの隠れ家がバレるはずはねぇってのにヨ！,
2,33,7AB9671A,text1,あの隠れ家がバレるはずはねぇってのにヨ！,
2,34,FEB50618,text3,\xADが悪ィんスよぉ？　いくらあの女がお頭好みだからって、ホイホイ信じちまうから……どうせあの乳が目当てだったんでしょ？,
2,35,35E9D5BD,text1,\x8C悪ィんスよぉ？　いくらあの女がお頭好みだからって、ホイホイ信じちまうから……どうせあの乳が目当てだったんでしょ？,
2,36,B37DA713,text1,、ホイホイ信じちまうから……どうせあの乳が目当てだったんでしょ？,
2,37,782174B6,text1,うるっせェな仕方ねェだろバカ、おめェらだって見たろあの乳！　ありゃ反則じゃん！,
2,38,8977C663,text3,\xB5だったじゃん。あの乳娘、こんなとこに隠し通路があるとは夢にも思わねェだろヨ,
2,39,422B15C6,text1,\xA0ったじゃん。あの乳娘、こんなとこに隠し通路があるとは夢にも思わねェだろヨ,
2,40,5A5A1E00,text1,わねェだろヨ,
2,41,78656890,text3,\x81\x9A今はどうにか逃げ切って、後でこの礼はタップリさせてもらうぜ、あの乳に#@－－#！！,
2,42,89F62AA8,text1,\xBB\x8Aはどうにか逃げ切って、後でこの礼はタップリさせてもらうぜ、あの乳に#@－－#！！,
2,43,45C73D14,text1,\xAFタップリさせてもらうぜ、あの乳に#@－－#！！,
2,44,5FAFC9B5,text1,てもらうぜ、あの乳に#@－－#！！,
2,45,939EDE09,text3,\x81\x8Aじゃる！？,
2,46,126768BE,text1,\x81\x98ゃる！？,
2,48,2F00CDD7,text3,こんな所に！？,
2,49,E45C1E72,text1,んな所に！？,
2,50,06F47134,text3,\x81\xA9うしやすか！？,
2,51,CAC56688,text1,\x81\x86しやすか！？,
2,62,B161B8DE,text1,#@－－#ルルティエ、下がれ！,
2,63,81D8304C,text1,\x83\x86ィエ、下がれ！,
2,64,67385BC3,text1,て下さい……,
2,65,5781D351,text3,\x81\x8Aねがいです……そこの方達……逃げて下さい……,
2,66,D115A1FF,text1,\x81\xADがいです……そこの方達……逃げて下さい……,
2,67,E1AC296D,text1,\xA6逃げて下さい……,
2,68,10FA9BB8,text1,怒るととっても凶暴になるんですっ、だから……,
2,69,DBA6481D,text3,\xA8ッ！！,
2,70,916B601D,text1,ギャア！！,
2,71,061DD0ED,text1,\x80\xA6………へ？,
2,72,DBCE050F,text4,"一家を討ち倒したハク一行はヤマトの将、オシュトルと出会う。
彼の放つ清廉な威厳は、まさに大人物を感じさせるものであった。",
2,73,17FF12B3,text1,"\x80\x92したハク一行はヤマトの将、オシュトルと出会う。
彼の放つ清廉な威厳は、まさに大人物を感じさせるものであった。",
2,74,56D0415E,text1,\x81\x98させるものであった。,
2,76,1B18E055,text3,帝都へ到着。,
2,77,D04433F0,text1,"\x85\x83である大都市の威容に圧倒されながら、
オシュトルの屋敷に案内される。",
2,79,EA4E5280,text1,"\xAAシュトルの帰りを待っていたのは、可愛らしい妹、ネコネ。
彼女はその幼い容姿とは裏腹に、最年少で殿試に合格した才媛であった。",
2,83,16472165,text3,\x81\x95らに……衝撃の事実が明らかとなる。,
2,84,DCE7DD30,text1,\x82\x89に……衝撃の事実が明らかとなる。,
2,85,C01EC278,text1,\xA8なる。,
2,87,2A195B11,text3,\x82\xB7ュトルが世を忍ぶ仮の姿であった。,
2,88,AB251D4B,text1,\x83\xA5トルが世を忍ぶ仮の姿であった。,
2,89,10133A61,text1,\xA3た。,
2,93,37AA9D61,text3,クは共に隠密として働くこととなる。,
2,94,06EF3A03,text1,は共に隠密として働くこととなる。,
3,0,157704FB,text4,ですよ？,
3,1,258952AE,text4,"\x86か。
脅しているとかじゃ……ないっぽいな、コレ。",
3,3,182B072A,text4,、意外だな。,
3,4,CD0121D7,text3,何だかんだ言って心配してくれたんだな、と。,
3,5,27114102,text3,"\x82\x8Aがある日突然居なくなっていたら、
さすがに夢見が悪いのです。",
3,6,1B58C2CA,text1,\x8C悪いのです。,
3,7,0C6C35BA,text4,のためだけに来るわけではないのです。,
3,9,27416679,text3,\x81\x9F>りになってたです。,
3,10,569063C1,text4,"者がいれば、
学徒となり勉学に<励:はげ>む者も。",
3,11,A7C6D114,text4,\xAE舎弟となる道もあるのです。,
3,12,2860366,text4,\x81\xA7すね……,
3,14,26BE8B68,text1,\xB3っくりした様子でルルティエは聞き返す。,
3,15,CE36F811,text3,"\x9Fしは……名代として、
<帝:ミカド>に献上品を届けてきなさいとしか……",
3,16,6B762A63,text1,"\x80\xA6名代として、
<帝:ミカド>に献上品を届けてきなさいとしか……",
3,18,BD2FC97E,text4,\x9F>みたいだから。,
3,20,F0E76875,text3,"\x93とで、必要な知識を学ばせること。
忠誠心を植え付けること。",
3,22,A4F108D2,text4,財させる事による富や文化の活性化。,
3,25,FFDEE28C,text3,\x84つくだけで、これだけの利点があるかな。,
3,26,5A9E30FE,text3,"は<姉:あね>さまなのです。
この意味に気付いたですか。",
3,27,29870191,text3,ネコネがチラリとこっち見て、フフンと自慢げな笑みを浮かべる。,
3,28,E2DBD234,text1,\xA6\x8Bて、フフンと自慢げな笑みを浮かべる。,
3,29,0A53A14D,text4,\xA3ちだって、そのくらいは気付く。,
3,31,3059C03D,text3,敢:あ>えて言わなかったのに……,
3,32,FB051398,text3,\x81\xAF何ていうか……,
3,33,7A7D49E4,text1,"ていませんから……
ハクさまもお気になさらないで下さい……",
3,34,AF576F19,text4,\x84ると、例の行列が目の前を通り過ぎていく。,
3,35,37B5E8EF,text1,\x89\x8Dを通り過ぎていく。,
3,36,E29FCE12,text1,"\x80\x82　飾られた衣装に<煌:きら>びやかな装飾。
楽を鳴らして歌って踊って……",
3,37,3E5A5738,text1,"\x8Dら>びやかな装飾。
楽を鳴らして歌って踊って……",
3,40,5B31FA94,text3,\x9C\xB0味というか……,
3,42,F832CA5E,text3,"\x92して、
歌って踊りながら練り歩けって言われても困るが。",
3,43,AA674841,text4,"知らしめる為に、
こうして豪華な飾り付けをして派手に練り歩く家が多いのです。",
3,44,A1AC8232,text1,歩く家が多いのです。,
3,47,CE5B55A9,text3,\x8Bです。,
3,48,D35E6511,text1,\xB5\xB6好の機会だからね。,
3,49,1802B6B4,text4,"のはあまり好きでは無いです。
見苦しいですし騒がしいのです。",
3,50,69839477,text4,"中には見栄を張って、
分不相応に飾り付けたりする者もいるですよ。",
3,51,B9C24BF7,text1,\x84るですよ。,
3,52,CCC34605,text1,"\xAB火をともすような生活をしている家も
あるとか。　本末転倒もいいところなのです。",
3,53,3D95F4D0,text1,\x81\xA7す。,
3,54,F6C92775,text3,"\x83\x8Dとしては、
こういったギラギラしたのはあまり趣味じゃ無いのか。",
3,56,CC875A23,text3,\xBEあ、騒がしいのは苦手そうだから判らんでもないが。,
3,57,3A79DC02,text1,\x81\x84のは苦手そうだから判らんでもないが。,
3,58,682C5E1D,text1,\x81\x86だから判らんでもないが。,
3,61,D1826A9B,text3,"\x9Dの豪華な行列を眺めていると、
その後から次の行列がやってきた。",
3,62,6AB44DB1,text1,"\x9C\xBAめていると、
その後から次の行列がやってきた。",
3,63,EB880BEB,text3,\x91\xB3だな。,
3,64,50BE2CC1,text1,"る、
ということにしてやりたいが、それにしても地味だ。",
3,66,46596794,text1,\x8Dた荷車は、派手ではなかったが細かな模様や綺麗な彩色がほどこされていた、品の良いものだった。,
3,68,0B91C69F,text1,"の車には、
そういったものがほとんど<施:ほどこ>されていない。",
3,69,C0CD153A,text3,荷車にも見えてしまう。,
3,70,DDC82582,text4,"てつまらなくなったのだろう、
興味を無くしたようにそれぞれの仕事に戻っていった。",
3,71,7888F7F0,text1,\x81\xA6いった。,
3,72,FE1C855E,text3,\x81\x91る。,
3,73,C2550696,text3,を呼ぶ声が聞こえてきた。,
3,74,3303B443,text3,こちらに手を振っていた。,
3,75,0F4A378B,text4,\xA6\x8Bてネコネが少しばかり眉をしかめる。,
3,76,8E326DF7,text3,寄ってきた。,
3,77,456EBE52,text1,\x81\xA7すネコネさん。　嬉しいなぁ、まさか帝都に着いたと同時にネコネさんに会えるなんて。,
3,78,ADE6CD2B,text1,です。,
3,79,66BA1E8E,text3,"けるが、
ネコネの返事は素っ気ないものだった。",
3,80,70D9ABC8,text3,"\x95まな態度なのだが、
少年はそれに気付いた様子は無く、
嬉しそうな笑顔を浮かべている。",
3,82,69C29A89,text4,\x8Cわれそうには見えないんだが。,
3,83,42EFC94A,text3,"\x81\xAA容姿だ。
その手の年上にはさぞモテそうだ。",
3,85,14B56ECC,text1,"\xBD\x94な紹介に少年は少し残念そうな顔を浮かべ、
微苦笑しつつ自分達へ礼をした。",
3,86,B0E3FD93,text3,"\x81\x8B？
申し遅れました、私はエンナカムイのキウルと申します。
よろしくお願いします。",
3,87,0DAE5F8D,text1,"\x81\xBEす。
よろしくお願いします。",
3,88,36778F3D,text4,まは<薬師:くすし>をなさっている、とても聡明な方なのです。,
3,89,93375D4F,text1,聡明な方なのです。,
3,90,26830C4E,text4,\x8Fすし>様でしたか……え？　<姉:あね>……さま？,
3,92,3F983D0F,text3,"さまではないのです。
<姉:あね>さまとお慕いしている方なのです。",
3,93,B80021C0,text3,"\x81\x9Dうですよね、<吃驚:びっくり>した。
でも、ネコネさんが……ですか。",
3,94,5E286C52,text4,\xB9\xB4がチラリとクオンを見る。,
3,95,787A1D1E,text1,クオンを見る。,
3,96,A11B1081,text3,"\xABクオンが少年に微笑み返すと、
少年は<見惚:みと>れたかのように呆けていた。",
3,97,7596BD4D,text1,\x81\x8Bのように呆けていた。,
3,98,2A2F9F01,text4,\x82\x92かぶった穏やかな佇まいのクオンに<見惚:みと>れていたか。,
3,100,67E73E0A,text3,"\x96面:そとづら>に騙されるな。
ソレは、お前が思っているようなモノでは#@－－#",
3,102,6C8D8C0C,text3,\xB3に<肘:ひじ>撃ちを喰らい、ネコネに<臑:すね>を蹴られた。,
3,103,47A0DFCF,text3,\xA3て、ご一緒していただいてるです。,
3,104,46AB8D7A,text3,しくお願いします……,
3,105,C03FFFD4,text3,\xBC\x9F　もしかして……,
3,106,0B632C71,text1,"\x81\xA3……いえ何でも。
こちらこそ、今後ともよろしくお願いします。",
3,107,94299F73,text3,\x81\x88えと……やっぱりそちらも……,
3,109,C67C1D6C,text1,\x80\xA6…っと、次の紹介は自分の番か。,
3,110,291846C7,text1,\x83\x8Fクなのです。,
3,111,1551C50F,text1,"\xADすぎだろ。
何でそこで止める。",
3,112,0ACCE61B,text1,別にいいかなと。,
3,113,58996404,text1,と！？　こう、何て言うか……イロイロとだ。,
3,114,DC950506,text1,\x89れても困るです。,
3,116,08E14908,text1,"\x81\x8B、信頼するとか、
もう一人の<兄:あに>さまのような人だとかだな。",
3,117,17C9D6A3,text3,"心にも思ってないことを言わせる気ですか。
まるで鬼畜のようなヒトを追加するです。",
3,118,23CC1ACB,text1,"\x81\x84ことを言わせる気ですか。
まるで鬼畜のようなヒトを追加するです。",
3,119,6648F460,text3,\x95嫌そうに顔を<顰:しか>めやがった。,
3,120,AD1427C5,text3,\xB9は……その……,
3,121,5C429510,text1,"\xAF。
一応、<私:わたくし>達の……まとめ役、ということになるのかな。",
3,122,3AD72B8A,text1,\x81\xAE……まとめ役、ということになるのかな。,
3,123,F9024762,text4,\x80葉にコクコクと肯くルルティエ。,
3,124,9949A6BF,text3,……<皆:みな>さんのですか？,
3,125,D56AD1F8,text1,\x80\x81クオン、ルルティエ、ネコネの顔を見比べる。,
3,128,02D8E4A9,text3,\x81\xAFい、こちらこそよろしくお願いします！,
3,129,4EFB93EE,text3,きた。,
3,131,3.33E+09,text3,、この帝都でいろいろと学ぶために？,
3,132,751A24D2,text1,\x8Dいろと学ぶために？,
3,133,39395395,text3,\x81\x8Bらお許しが出まして、今年から。,
3,134,4F545984,text4,この少年もどこかの豪族の子息って事になるのか。,
3,138,A7DC2AFD,text3,\xA6みる。,
3,140,E88C985A,text3,"\x80\x85と違い装飾もなく、
田舎者みたいで恥ずかしいのですが……",
3,141,990DBA99,text1,"\x82\x82なく、
田舎者みたいで恥ずかしいのですが……",
3,142,3C4D68EB,text4,\x81\x8C、そう言いつつも恥じている様子は無い。,
3,143,A307DBE9,text4,\x94\xB0舎者なのです。,
3,144,0647099B,text4,\xB3ネの言葉にがっくりと落ち込む。,
3,146,B5E090BC,text3,\x81\x9Dっちの方が好きなのです。,
3,147,3.37E+215,text3,\x89\xAFかったなぁって思います。,
3,149,8B3100D8,text1,"\x8A回も『華美も過ぎれば醜いだけ。落ち着いた方が好きだ』
と言ってたネコネさんの言葉を思い出しまして、
そうしてみたんですよ。",
3,150,2E71D2AA,text4,\x94\xB2斐があったなぁ。,
3,151,5FF0F069,text4,\x86……ですか。,
3,152,13D3872E,text4,"\x82\x84すいな。
こんな無愛想なチンチクリンが好きとは、物好きだね。",
3,153,E28535FB,text1,んな無愛想なチンチクリンが好きとは、物好きだね。,
3,154,C0BA436B,text1,きとは、物好きだね。,
3,155,41C21917,text4,"\x8D移動した方がいいのです。
いつまでもそこで立ち止まってると、周りの迷惑になるです。",
3,156,A4540604,text1,\xAE迷惑になるです。,
